date,phosphorus
YYYY-MM-DD,ppb
2014-12-12,82.2765129787234
2015-01-24,71.44272531914892
2015-02-07,58.897196808510635
2015-03-16,67.15220659574469
2015-04-19,72.8325080851064
2015-05-11,327.16378
2015-05-24,385.30195
2015-06-02,348.66098
2015-06-18,223.92631
2015-07-02,335.19531
2015-07-15,275.46068
2015-08-02,61.88896723404255
2015-08-09,62.34557085106384
2015-10-04,350.90701
2015-10-13,422.69494000000003
2015-10-26,419.1395
2015-11-09,437.76406000000003
2015-11-23,443.40139
2015-12-09,421.53959
2016-01-28,489.65503
2016-02-12,483.41937
2016-02-21,544.99689
2016-03-09,581.73981
2016-03-24,462.69961
2016-03-31,484.38499
2016-04-08,422.49080999999995
2016-04-21,337.42379
2016-05-02,176.2094901485
2016-05-27,151.1253205448
2016-06-04,176.706198486
2016-06-17,121.72803
2016-06-27,146.14428
2016-07-08,141.75358
2016-07-15,155.05397
2016-07-22,169.63704
2016-07-29,190.65248
2016-08-05,193.58180000000002
2016-08-12,193.28627
2016-08-19,227.07062000000002
2016-08-26,229.00621999999998
2016-09-02,218.97943999999998
2016-09-09,381.46522
2016-09-16,416.55724
2016-09-23,302.04784
2016-09-30,424.79287
2016-10-12,364.79656
2016-10-19,405.37702
2016-10-27,370.49698
2016-11-03,379.06672000000003
2016-11-12,411.12582000000003
2016-11-23,329.69872000000004
2017-03-19,296.84738
2017-04-12,238.14533
2017-04-30,185.68273000000002
2017-06-30,232.76367
2017-07-30,172.81939999999997
2017-08-25,197.94101
2017-09-14,221.24993
2017-09-27,241.06447
2017-10-14,237.66814
2017-10-23,261.36159
2017-11-03,261.83737
2017-11-16,275.37392
2018-03-03,451.65184000000005
2018-05-25,315.77895
2018-06-08,345.14646
2018-06-15,384.02022
2018-06-25,416.06989
2018-07-09,525.66599
2018-07-15,488.77437
2018-08-10,671.1526200000001
2018-08-17,661.58233
2018-08-24,723.6074100000001
2018-09-07,695.8675499999999
2018-09-14,695.27496
2018-09-28,732.53269
2018-10-05,826.31031
2018-10-12,834.99485
2018-10-18,839.92903
2018-10-25,851.86775
2018-11-02,833.14126
2018-11-10,903.8937199999999
2018-11-17,867.9269499999999
2019-02-27,763.7491799999999
2019-03-30,772.68202
2019-04-18,675.85088
2019-05-08,442.92796000000004
2019-06-05,221.48176
2019-06-11,209.58507999999998
2019-06-21,208.00063999999998
2019-06-27,358.73572
2019-07-05,229.24392
2019-07-14,253.44212
2019-07-19,275.01617
2019-07-26,339.61872
2019-08-02,340.77335
2019-08-09,274.3586
2019-08-16,321.78896000000003
2019-08-23,721.64695
2019-08-30,582.77079
2019-09-06,480.69929
2019-09-13,603.24413
2019-09-20,465.12877000000003
2019-09-27,517.20119
2019-10-04,554.33201
2019-10-11,568.09323
2019-10-19,625.31196
2019-10-25,549.810338
2019-11-03,533.2343589999999
2019-11-08,555.7278509999999
2019-11-15,587.037696
2019-11-22,707.1113069999999
2019-12-04,670.620608
2019-12-12,632.7922159999999
2019-12-20,621.4925639999999
2020-01-08,632.4558309999999
2020-01-21,719.1777739999999
2020-01-28,654.9512199999999
2020-02-11,1130.87083
2020-02-20,1073.69965
2020-03-11,1130.68106
2020-03-17,1118.45011
2020-04-03,1152.10888
2020-04-09,1137.2230399999999
2020-04-14,1057.58235
2020-04-24,987.4267199999999
2020-05-22,952.5399199999999
2020-05-29,796.79314
2020-06-05,526.29563
2020-06-12,476.92192
2020-06-19,446.69236
2020-06-26,454.55762999999996
2020-07-02,568.2786
2020-07-10,588.55982
2020-07-17,613.48543
2020-07-23,665.80235
2020-07-30,718.78472
2020-08-07,767.0299799999999
2020-08-14,816.22485
2020-08-20,839.06946
2020-08-27,922.01461
2020-09-03,989.13309
2020-09-11,1003.5431800000001
2020-09-18,1047.15351
2020-09-24,1107.83117
2020-10-01,1094.08376
2020-10-08,1152.86732
2020-10-16,1413.91794
2020-10-23,1178.46748
2020-10-27,1234.03118
2020-11-06,1242.65972
2020-11-13,1282.58011
2020-12-04,1307.32934
2021-01-08,1337.95863
2021-01-15,1411.7369899999999
2021-01-28,1146.2044
2021-02-11,1203.94222
2021-03-03,1253.174
2021-03-19,1283.6848699999998
2021-03-25,1380.2
2021-04-07,1416.06
2021-05-17,557.0991
2021-05-28,446.524
2021-06-04,462.0876
2021-06-11,436.46295000000003
2021-06-18,432.25690999999995
2021-06-24,459.86587999999995
2021-07-02,526.40967
2021-07-09,539.6756
2021-07-15,596.73167
2021-07-23,604.01573
2021-07-30,644.41754
2021-07-31,649.36491
2021-08-06,663.6824300000001
2021-08-13,0.9396873
2021-08-19,3.3152469
2021-08-27,2.1051095
2021-09-03,1.5293712000000002
2021-10-01,6.1034654
2021-10-07,27.0734359
2021-10-22,6.132497300000001
2021-10-27,0.7569634000000001
2021-11-03,14.1658803
2021-11-11,1.6315817
2022-10-15,10.0496419
