date,germanium
YYYY-MM-DD,ppb
2016-10-16,2.82086
2016-10-19,2.7455000000000003
2016-10-27,2.87363
2016-11-03,2.66922
2016-11-12,2.84431
2016-11-23,2.7730900000000003
2017-08-04,2.82483
2017-08-25,2.7842499999999997
2017-09-27,2.71682
2017-10-05,2.6931
2017-10-12,2.63326
2017-10-24,2.69888
2017-11-03,2.67932
2017-11-15,2.68275
2018-05-25,2.55741
2018-06-09,0.91903
2018-06-15,2.70707
2018-06-25,2.76005
2018-07-16,2.84526
2018-08-10,2.75185
2018-08-17,2.79538
2018-08-24,2.8650900000000004
2019-06-23,2.33734
2019-06-27,2.50318
2019-07-05,2.67236
2019-07-14,2.82871
2019-07-19,2.84835
2019-07-26,2.7543499999999996
2019-08-02,2.8086
2019-08-09,2.7303300000000004
2019-08-16,2.69183
2019-08-23,2.63174
2019-08-30,2.6888699999999996
2019-09-06,2.6645600000000003
2019-09-13,2.69907
2019-09-20,2.69755
2019-09-27,2.70027
2019-10-04,2.74492
2019-10-11,2.6977800000000003
2019-10-19,2.66599
2020-03-01,2.73914
2020-04-01,3.00305
2020-04-28,2.0380000000000003
2020-05-22,1.51305
2020-05-29,2.27238
2020-06-05,2.5237
2020-06-12,2.41256
2020-06-19,2.57309
2020-06-26,2.91461
2020-07-02,2.92808
2020-07-10,3.0581799999999997
2020-07-17,2.7893
2020-07-23,3.0972899999999997
2020-07-30,2.65313
2020-08-07,2.8006399999999996
2020-08-14,2.83309
2020-08-20,2.70446
2020-08-27,2.86681
2020-09-03,2.85601
2020-09-11,2.9443599999999996
2020-09-18,2.7389400000000004
2020-09-24,2.9256900000000003
2020-10-01,2.84197
2020-10-08,2.58814
2020-10-16,2.70302
2020-10-23,2.71199
2020-11-06,2.7222299999999997
2021-01-21,2.7624700000000004
2021-02-17,2.65177
2021-03-10,2.95268
2021-04-14,2.48425
2021-05-19,0.78698
2021-05-28,1.77309
2021-06-04,1.99274
2021-06-11,2.5462499999999997
2021-06-18,2.74823
2021-06-24,2.8394500000000003
2021-07-02,2.71466
2021-07-09,2.81763
2021-07-15,2.75822
2021-07-23,3.0984299999999996
2021-07-30,2.9507100000000004
2021-08-06,2.87288
2021-08-13,2.7559047
2021-08-19,2.7737046
2021-08-27,2.6028376
2021-09-03,2.5954604
2021-10-01,2.6484811
2021-10-07,2.525553
2021-10-22,2.734584
2021-11-03,2.6199693
2021-11-11,2.6889413
2021-12-20,2.5912935999999998
