date,sodium
YYYY-MM-DD,ppb
2017-07-10,590.20186
2017-07-28,1063.28856
2017-08-16,838.4961
2017-10-30,1219.09773
2019-10-07,1583.18482
2020-05-26,1017.86449
2020-10-09,1435.8885
2021-05-25,1045.6508800000001
2021-07-28,1614.04153
2021-10-05,1601.6166799999999
