date,magnesium
YYYY-MM-DD,ppb
2014-12-07,4592.83112
2015-01-24,4418.1086
2015-02-07,4931.3626699999995
2015-03-16,4119.12446
2015-04-19,3775.60617
2015-05-11,3365.8839399999997
2015-05-24,3342.43025
2015-06-02,3447.1954
2015-06-18,3497.21646
2015-07-02,3607.5227
2015-07-15,3639.4797399999998
2015-08-02,4106.38193
2015-08-09,4163.4987
2015-10-04,3960.9685600000003
2015-10-13,3901.41181
2015-10-26,3857.69766
2015-11-09,3818.88404
2015-11-23,3858.08263
2015-12-09,3912.49241
2015-12-30,3833.52122
2016-01-08,3876.85517
2016-01-18,3914.9107299999996
2016-01-28,3905.19362
2016-02-12,3915.70104
2016-02-21,3829.32607
2016-03-09,3652.74793
2016-03-24,3981.48467
2016-03-31,3792.64343
2016-04-08,3952.76468
2016-04-21,3570.44391
2016-05-02,3686.766693741
2016-05-12,3976.0181056233
2016-05-20,3303.1785754205
2016-05-27,3657.5107037243997
2016-06-04,3976.356693708
2016-06-11,3463.5212227251004
2016-06-17,3779.47889
2016-06-27,3874.94259
2016-07-08,3776.70376
2016-07-15,3857.2658300000003
2016-07-22,3890.9054400000005
2016-07-29,3995.04413
2016-08-05,3821.7966100000003
2016-08-12,3857.04546
2016-08-19,4209.67897
2016-08-26,4282.92205
2016-09-02,4147.76342
2016-09-09,3737.87894
2016-09-16,3730.2752
2016-09-23,4264.44544
2016-09-30,3809.8905000000004
2016-10-12,3967.32867
2016-10-19,3887.55482
2016-10-27,3881.26968
2016-11-03,4125.47923
2016-11-12,3953.73198
2016-11-23,3560.54999
2016-12-04,4071.75659
2017-04-12,4058.6150099999995
2017-04-30,4020.72355
2017-05-14,3070.333
2017-05-30,3904.82943
2017-06-15,3709.9097
2017-06-30,3668.09485
2017-07-30,3796.14356
2017-08-25,4048.75533
2017-09-14,3990.9074299999997
2017-09-27,4065.42123
2017-10-14,4071.76942
2017-10-23,4058.83447
2017-11-16,4212.219590000001
2018-03-03,3781.57641
2018-05-07,3300.12388
2018-05-25,3896.14592
2018-06-08,3596.70215
2018-06-15,3825.4549100000004
2018-06-25,3693.60499
2018-07-09,4063.87858
2018-07-15,4022.81948
2018-08-10,4127.02527
2018-08-17,3977.74895
2018-08-24,4172.93001
2018-09-07,3979.3968
2018-09-14,4020.12904
2018-09-21,4041.4842700000004
2018-09-28,4163.59818
