date,cesium
YYYY-MM-DD,ppb
2014-12-07,0.05877
2015-01-24,0.044879999999999996
2015-02-07,0.06131
2015-02-19,0.06723
2015-03-16,0.05381999999999999
2015-04-19,0.06148
2015-05-02,0.05367
2015-05-11,0.05755
2015-05-24,0.05136
2015-06-02,0.06579
2015-06-18,0.25995
2015-07-02,0.06999
2015-07-15,0.18251
2015-08-02,0.08064
2015-08-09,0.08711999999999999
2015-10-04,0.23611
2015-10-13,0.22283
2015-10-26,0.23218
2015-11-09,0.22705
2015-11-23,0.19961
2015-12-09,0.21670999999999999
2015-12-30,0.20789
2016-01-08,0.19079
2016-01-18,0.19734000000000002
2016-01-28,0.18355
2016-02-12,0.18415
2016-02-21,0.19542
2016-03-09,0.17951999999999999
2016-03-24,0.213
2016-03-31,0.18675
2016-04-08,0.05202
2016-04-21,0.05119
2016-05-02,0.0557365467
2016-05-12,0.059881286400000004
2016-05-20,0.057508928400000006
2016-05-27,0.0665716784
2016-06-04,0.0748291948
2016-06-11,0.07923076479999999
2016-06-17,0.07891000000000001
2016-06-27,0.06722
2016-07-08,0.0819
2016-07-15,0.06466999999999999
2016-07-22,0.08121
2016-07-29,0.08412
2016-08-05,0.06813999999999999
2016-08-12,0.08579
2016-08-19,0.08421
2016-08-26,0.0741
2016-09-02,0.08334
2016-09-09,0.06906999999999999
2016-09-16,0.07563
2016-09-23,0.02554
2016-09-30,0.07409
2016-10-12,0.0753
2016-10-19,0.05735
2016-10-27,0.07832
2016-11-03,0.07034
2016-11-12,0.06776
2016-11-23,0.03873
2016-12-04,0.053680000000000005
2016-12-19,0.053899999999999997
2017-03-19,0.6338
2017-04-12,0.61438
2017-04-30,0.63035
2017-05-14,0.97267
2017-05-30,0.65554
2017-06-15,0.74399
2017-06-30,0.90349
2017-07-13,0.79945
2017-07-30,0.72897
2017-08-25,0.8945400000000001
2017-09-14,0.7670699999999999
2017-09-27,0.7284200000000001
2017-10-14,0.6900299999999999
2017-10-23,0.72415
2017-11-03,0.76042
2017-11-16,0.7245699999999999
2017-12-19,0.43715
2018-01-05,0.49234
2018-01-25,0.55048
2018-03-03,0.060450000000000004
2018-03-17,0.055310000000000005
2018-05-07,0.06835
2018-05-25,0.08463999999999999
2018-06-08,0.09627
2018-06-15,0.08689000000000001
2018-06-25,0.09034
2018-07-09,0.09246000000000001
2018-07-15,0.09712
2018-08-10,0.08807000000000001
2018-08-17,0.09287000000000001
2018-08-24,0.07936
2018-09-07,0.05392
2018-09-14,0.05159999999999999
2018-09-21,0.06227
2018-09-28,0.059500000000000004
