date,europium
YYYY-MM-DD,ppb
2014-12-07,0.013389999999999999
2015-02-07,0.0173
2015-02-19,0.01845
2015-03-16,0.00988
2015-04-19,0.01131
2015-05-02,0.0086
2015-05-11,0.00856
2015-05-24,0.0142
2015-06-02,0.0081
2015-06-18,0.02627
2015-07-02,0.00858
2015-07-15,0.022529999999999998
2015-08-02,0.011609999999999999
2015-08-09,0.01496
2015-10-04,0.029290000000000004
2015-10-13,0.03195
2015-11-09,0.01029
2015-11-23,0.0195
2015-12-09,0.0231
2015-12-30,0.02228
2016-01-08,0.02394
2016-01-18,0.02368
2016-01-28,0.023600000000000003
2016-02-12,0.02321
2016-02-21,0.02364
2016-03-09,0.028609999999999997
2016-03-24,0.03265
2016-03-31,0.025370000000000004
2016-04-08,0.014280000000000001
2016-04-21,0.019
2016-05-02,0.0331340058
2016-05-12,0.0065919547
2016-05-20,0.008816456
2016-05-27,0.007360187999999999
2016-06-04,0.0037825716
2016-06-11,0.016778996
2016-06-17,0.00682
2016-06-27,0.008499999999999999
2016-07-08,0.01554
2016-07-15,0.01907
2016-07-22,0.01652
2016-07-29,0.01857
2016-08-05,0.00405
2016-08-12,0.02484
2016-08-19,0.01754
2016-08-26,0.013309999999999999
2016-09-02,0.01464
2016-09-09,0.010369999999999999
2016-09-16,0.01676
2016-09-23,0.00735
2016-09-30,0.01593
2016-10-12,0.01423
2016-10-19,0.01307
2016-10-27,0.015560000000000001
2016-11-03,0.01625
2016-11-12,0.01665
2016-11-23,0.012130000000000002
2016-12-04,0.02097
2017-02-01,0.0159
2017-03-19,0.30876000000000003
2017-04-12,0.22986
2017-04-30,0.25042
2017-05-11,0.19765000000000002
2017-05-14,0.32
2017-05-30,0.40521
2017-06-15,0.3363
2017-06-30,0.21659
2017-07-13,0.23125
2017-07-30,0.2954
2017-08-25,0.28164
2017-09-14,0.34692
2017-09-27,0.34997
2017-10-14,0.33855999999999997
2017-10-23,0.24917
2017-11-03,0.22256
2017-11-16,0.25579999999999997
2018-03-04,0.21678
2018-03-17,0.01441
2019-03-21,0.01831
2019-03-30,0.02444
2019-04-18,0.01702
2019-05-02,0.018420000000000002
2019-05-08,0.01607
2019-05-31,0.0
2019-06-05,0.00555
2019-06-11,0.010360000000000001
2019-06-21,0.0014999999999999998
2019-06-27,0.01441
2019-07-05,0.01533
2019-07-14,0.01593
2019-07-19,0.01326
2019-07-26,0.011529999999999999
2019-08-02,0.01508
2019-08-09,0.00976
2019-08-16,0.010150000000000001
2019-08-23,0.00916
2019-08-30,0.17163
2019-09-06,0.11443
2019-09-13,0.01451
2019-09-20,0.01178
2019-09-27,0.01314
2019-10-04,0.01496
2019-10-11,0.01337
2019-10-19,0.01412
2020-02-11,0.01485
2020-02-20,0.0178
2020-03-01,0.02177
2020-03-11,0.012440000000000001
2020-03-17,0.00958
2020-04-03,0.01939
2020-04-09,0.02192
2020-04-14,0.016329999999999997
2020-04-24,0.02044
2020-04-28,0.01631
2020-05-14,0.019139999999999997
2020-05-22,0.01778
2020-05-29,0.02418
2020-06-05,0.02708
2020-06-12,0.0348
2020-06-19,0.01725
2020-06-26,0.01574
2020-07-02,0.02118
2020-07-10,0.019659999999999997
2020-07-17,0.02094
2020-07-23,0.01814
2020-07-30,0.0193
2020-08-07,0.01717
2020-08-14,0.02094
2020-08-20,0.03371
2020-08-27,0.01307
2020-09-03,0.02722
2020-09-11,0.022889999999999997
2020-09-18,0.01558
2020-09-24,0.00897
2020-10-01,0.02458
2020-10-08,0.02241
2020-10-16,0.02697
2020-10-23,0.025339999999999998
2020-10-27,0.02905
2020-11-06,0.02173
2020-11-13,0.02775
2020-11-20,0.035339999999999996
2020-12-04,0.02543
2020-12-31,0.03987
2021-01-08,0.0251
2021-01-15,0.02036
2021-01-21,0.01661
2021-01-28,0.012199999999999999
2021-02-05,0.01222
2021-02-11,0.01217
2021-02-17,0.015790000000000002
2021-02-25,0.02273
2021-03-03,0.014809999999999999
2021-03-10,0.02156
2021-03-19,0.02268
2021-08-13,0.0037152
2021-08-19,0.0024863000000000003
2021-08-27,0.0022447
2021-09-03,0.0024564
2021-10-01,0.0031368999999999998
2021-10-07,0.003594
2021-10-22,0.0030977
2021-10-27,0.007971
2021-11-03,0.0119063
2021-11-11,0.0038067
2021-12-20,0.0034709
2022-10-15,0.0021104
