date,lead
YYYY-MM-DD,ppb
2014-12-07,0.10256
2015-01-24,0.03647
2015-02-07,0.07746
2015-03-16,0.048459999999999996
2015-04-19,0.04046
2015-05-11,0.01327
2015-05-24,0.00705
2015-06-02,0.00479
2015-06-18,0.03006
2015-07-02,0.008140000000000001
2015-07-15,0.01564
2015-08-02,0.0694
2015-08-09,0.048069999999999995
2015-10-04,0.00545
2015-10-13,0.03633
2015-10-26,0.033639999999999996
2015-11-09,0.01816
2015-11-23,0.01638
2015-12-09,0.00787
2015-12-30,0.02497
2016-01-08,0.016720000000000002
2016-01-18,0.021840000000000002
2016-01-28,0.00822
2016-02-12,0.02151
2016-02-21,0.02615
2016-03-09,0.023809999999999998
2016-03-24,0.01385
2016-03-31,0.01883
2016-04-08,0.05454
2016-04-21,0.0415
2016-05-02,0.016217238
2016-05-12,0.0188138412
2016-05-20,0.1163064581
2016-05-27,0.054433390799999995
2016-06-04,0.1691092935
2016-06-11,0.18785827740000002
2016-06-17,0.02898
2016-06-27,0.00553
2016-07-08,0.04364
2016-07-15,0.0802
2016-07-22,0.25349
2016-07-29,0.07692
2016-08-05,0.07578
2016-08-12,0.05374999999999999
2016-08-19,0.02973
2016-08-26,0.05345
2016-09-02,0.024130000000000002
2016-09-09,0.0394
2016-09-16,0.03042
2016-09-23,0.040670000000000005
2016-09-30,0.03816
2016-10-12,0.01031
2016-10-19,0.0
2016-10-27,0.03006
2016-11-03,0.052430000000000004
2016-11-12,0.06855
2016-11-23,0.00544
2016-12-04,0.02418
2017-04-12,0.02418
2017-04-30,0.048510000000000005
2017-05-14,0.14368
2017-05-30,0.50615
2017-06-15,0.15589999999999998
2017-06-30,0.12137
2017-07-30,0.06401
2017-08-25,0.02199
2017-09-14,0.04517
2017-09-27,0.04964
2017-10-14,0.02907
2017-10-23,0.023719999999999998
2017-11-16,0.03852
2018-03-03,0.020999999999999998
2018-05-07,0.05204
2018-05-25,0.0415
2018-06-08,0.05144
2018-06-15,0.041710000000000004
2018-06-25,0.021949999999999997
2018-07-09,0.03326
2018-07-15,0.05374
2018-08-10,0.01145
2018-08-17,0.01221
2018-08-24,0.00891
2018-09-07,0.09165
2018-09-14,0.16849
2018-09-21,0.08389
2018-09-28,0.09221
