date,tin
YYYY-MM-DD,ppb
2016-10-16,0.1024
2016-10-19,0.05112
2016-10-27,0.051390000000000005
2016-11-03,0.05366
2016-11-12,0.03073
2016-11-23,0.0
2017-08-04,0.0
2017-08-25,0.6850499999999999
2017-09-27,0.28913
2017-10-05,0.12937
2017-10-12,0.053169999999999995
2017-10-24,0.0213
2017-11-03,0.0
2017-11-15,0.0
2018-05-25,0.0
2018-06-09,0.0
2018-06-15,0.0
2018-06-25,0.0
2018-07-16,0.0
2018-08-10,0.0
2018-08-17,0.0
2018-08-24,0.0
2019-06-23,0.0
2019-06-27,0.31987
2019-07-05,0.0
2019-07-14,0.0
2019-07-19,0.0
2019-07-26,0.0
2019-08-02,0.0
2019-08-09,0.0
2019-08-16,0.0
2019-08-23,0.20737
2019-08-30,0.0476
2019-09-06,0.032889999999999996
2019-09-13,0.0
2019-09-20,0.0
2019-09-27,0.0
2019-10-04,0.0
2019-10-11,0.0
2019-10-19,0.0
2020-03-01,0.44539
2020-04-01,0.40929
2020-04-28,0.34218
2020-05-22,0.24475
2020-05-29,0.36966
2020-06-05,0.23033
2020-06-12,0.45387
2020-06-19,0.46988
2020-06-26,2.01624
2020-07-02,0.32067
2020-07-10,0.38231000000000004
2020-07-17,0.18966
2020-07-23,0.26919
2020-07-30,0.25952
2020-08-07,0.21186
2020-08-14,0.25634
2020-08-20,0.30311
2020-08-27,0.16548000000000002
2020-09-03,0.23624
2020-09-11,0.30674
2020-09-18,0.53967
2020-09-24,0.23867
2020-10-01,0.27096
2020-10-08,0.20555
2020-10-16,0.22925
2020-10-23,0.24962
2020-11-06,0.21678
2021-01-21,0.20434999999999998
2021-02-17,1.69829
2021-03-10,1.7381199999999999
2021-04-14,75.2911
2021-05-19,0.0
2021-05-28,0.0
2021-06-04,0.0
2021-06-11,0.0
2021-06-18,0.0
2021-06-24,16.645609999999998
2021-07-02,0.31754
2021-07-09,0.0
2021-07-15,0.0117
2021-07-23,0.0
2021-07-30,0.0
2021-08-06,0.0
2021-08-13,0.0526953
2021-08-19,0.0664286
2021-08-27,0.0417694
2021-09-03,0.033357
2021-10-01,0.10369980000000001
2021-10-07,0.1260089
2021-10-22,-9999.0
2021-11-03,-9999.0
2021-11-11,0.0007009
2021-12-20,-9999.0
