date,arsenic
YYYY-MM-DD,ppb
2016-10-16,0.21503999999999998
2016-10-19,0.07213
2016-10-27,0.05031
2016-11-03,0.04061000000000001
2016-11-12,0.03247
2016-11-23,0.0016799999999999999
2017-08-04,0.06799000000000001
2017-08-25,1.0754700000000001
2017-09-27,0.49646999999999997
2017-10-05,0.29696
2017-10-12,0.20088999999999999
2017-10-24,0.09935
2017-11-03,0.09287999999999999
2017-11-15,0.05133
2018-05-25,0.02954
2018-06-09,0.16871
2018-06-15,0.03715
2018-06-25,0.02581
2018-07-16,0.017750000000000002
2018-08-10,0.01582
2018-08-17,0.023670000000000004
2018-08-24,0.0413
2019-06-23,0.08325
2019-06-27,0.09723000000000001
2019-07-05,0.10105
2019-07-14,0.050870000000000005
2019-07-19,0.06454
2019-07-26,0.1388
2019-08-02,0.048589999999999994
2019-08-09,0.0
2019-08-16,0.01728
2019-08-23,0.9139799999999999
2019-08-30,0.17377
2019-09-06,0.19990999999999998
2019-09-13,0.00843
2019-09-20,0.060809999999999996
2019-09-27,0.03276
2019-10-04,0.010790000000000001
2019-10-11,0.13563999999999998
2019-10-19,0.02869
2020-03-01,0.0721
2020-04-01,0.09334999999999999
2020-04-28,0.09485
2020-05-22,0.15331
2020-05-29,0.11454
2020-06-05,0.01139
2020-06-12,0.07239
2020-06-19,0.026840000000000003
2020-06-26,0.0
2020-07-02,0.0
2020-07-10,0.0
2020-07-17,0.0
2020-07-23,0.01531
2020-07-30,0.0
2020-08-07,0.0
2020-08-14,0.0
2020-08-20,0.0
2020-08-27,0.05588
2020-09-03,0.03035
2020-09-11,0.0
2020-09-18,0.0
2020-09-24,0.0
2020-10-01,0.0
2020-10-08,0.05542
2020-10-16,0.0
2020-10-23,0.0
2020-11-06,0.0
2021-01-21,0.0
2021-02-17,0.0
2021-03-10,0.0
2021-04-14,0.05548
2021-05-19,0.16364
2021-05-28,0.0
2021-06-04,0.71008
2021-06-11,0.0
2021-06-18,0.04118
2021-06-24,0.02539
2021-07-02,0.19386
2021-07-09,0.0
2021-07-15,0.0
2021-07-23,0.0824
2021-07-30,0.07874
2021-08-06,0.02602
2021-08-13,0.064929
2021-08-19,0.053630199999999996
2021-08-27,0.07444690000000001
2021-09-03,0.0726941
2021-10-01,0.088716
2021-10-07,0.2404732
2021-10-22,0.0801413
2021-11-03,0.09132100000000001
2021-11-11,0.0399816
2021-12-20,0.1450271
