date,copper
YYYY-MM-DD,ppb
2017-04-14,1.60141
2017-05-06,2.44299
2017-06-22,1.7970700000000002
2017-10-12,2.2414300000000003
2017-10-24,2.27655
2018-03-07,3.1820199999999996
2018-04-02,2.8824699999999996
2019-04-06,0.50962
2019-04-06,0.72849
2020-07-14,2.49194
2020-07-21,9.517900000000001
2020-07-29,2.45993
2020-08-04,3.0047
2020-08-12,3.78832
2020-08-19,4.19676
2020-08-24,5.35791
2020-09-01,4.21992
2020-09-10,4.97684
2020-09-14,5.04639
2020-09-23,5.22362
2020-09-29,7.81212
2020-10-05,4.50229
2020-10-13,3.88827
2020-10-20,4.26881
2020-10-28,4.24281
2020-11-03,4.379700000000001
2020-11-10,3.70471
2020-11-19,3.08926
2020-12-03,2.8188600000000004
2021-01-20,8.96655
2021-02-19,14.44852
2021-03-09,16.43133
2021-04-05,16.93979
2021-04-28,2.23782
2021-05-04,8.02181
2021-05-13,2.3782
2021-05-18,2.36011
2021-05-27,2.05835
2021-06-02,2.05253
2021-06-08,1.77168
2021-06-15,3.5785299999999998
2021-06-22,1.5753400000000002
2021-07-01,2.51652
2021-07-07,3.5476400000000003
2021-07-16,4.1285327
2021-07-20,2.5925168
2021-07-27,3.0309494999999997
2021-08-04,1.3449374
2021-08-10,1.5062949
2021-08-17,0.6040457
2021-08-24,0.4446531
2021-08-31,1.2429678
2021-09-08,1.1317022
2021-09-27,1.5716233
2021-10-04,2.7377966
2021-10-15,3.9959674
2021-10-20,1.9646165
2021-10-28,7.3479277
2021-11-04,22.7523605
2021-11-08,2.3687819
2021-12-01,1.1621468
