date,potassium
YYYY-MM-DD,ppb
2014-12-12,495.68964
2015-01-24,459.50065
2015-02-07,548.07955
2015-02-19,620.95187
2015-03-16,441.10315
2015-04-19,398.09906
2015-05-11,373.47810000000004
2015-05-24,350.25172
2015-06-02,395.86598000000004
2015-06-18,406.52894000000003
2015-07-02,397.15277000000003
2015-07-15,462.80399
2015-08-02,474.68330000000003
2015-08-09,483.04634999999996
2015-10-04,560.5867099999999
2015-10-13,556.05043
2015-10-26,566.31114
2015-11-09,526.19869
2015-12-09,487.87917
2016-01-08,500.28729
2016-01-28,478.08653
2016-02-12,493.15353000000005
2016-02-21,465.72324000000003
2016-03-09,484.13102000000003
2016-03-24,459.45117000000005
2016-03-31,452.76157
2016-04-08,528.50772
2016-04-21,457.91337
2016-05-02,429.96342444259994
2016-05-20,406.5787739728
2016-05-27,373.706615261
2016-06-04,437.22791936999994
2016-06-11,383.139301983
2016-06-17,507.11749
2016-06-27,505.88557000000003
2016-07-08,493.04111
2016-07-15,476.45149000000004
2016-07-22,500.84655
2016-07-29,537.30271
2016-08-05,567.98424
2016-08-12,608.31994
2016-08-19,636.88049
2016-08-26,604.9192800000001
2016-09-02,697.68434
2016-09-09,552.91962
2016-09-16,602.37123
2016-09-23,759.00306
2016-09-30,601.30547
2016-10-12,676.36082
2016-10-19,532.55577
2016-10-27,526.43942
2016-11-03,526.97974
2016-11-12,485.98582
2016-11-23,494.70267
2016-12-04,518.86473
2017-03-19,560.78318
2017-04-12,523.81702
2017-04-30,492.21665
2017-05-14,418.83369000000005
2017-05-30,411.45474
2017-06-15,407.94536999999997
2017-06-30,444.96478
2017-07-13,491.13057
2017-07-30,469.29097
2017-08-25,517.16264
2017-09-14,593.29781
2017-09-27,567.69209
2017-10-14,556.25992
2017-10-23,548.40782
2017-11-03,510.34343
2017-11-16,483.30339000000004
2017-12-19,559.44235
2018-01-05,546.1558699999999
2018-01-25,534.9277
2018-03-03,535.32013
2018-03-25,474.42951999999997
2018-06-08,574.7556099999999
2018-06-15,556.97076
2018-06-25,539.60319
2018-07-09,621.04471
2018-07-15,611.97132
2018-08-10,751.7962799999999
2018-08-17,689.99932
2018-08-24,685.61059
2019-02-27,510.72417
2019-03-30,566.77908
2019-04-18,596.62375
2019-05-08,496.19214
2019-06-05,444.16148999999996
2019-06-11,627.83217
2019-06-21,500.34250999999995
2019-06-27,460.24183999999997
2019-07-05,436.08691
2019-07-14,432.63734
2019-07-19,487.26453
2019-07-26,427.34461000000005
2019-08-02,475.56717
2019-08-09,529.57907
2019-08-16,447.56548000000004
2019-08-23,483.59287
2019-08-30,540.78361
2019-09-06,543.99358
2019-09-13,505.0826
2019-09-20,519.38145
2019-09-27,532.3905
2019-10-04,549.88199
2019-10-11,682.9938099999999
2019-10-19,603.88729
2020-02-11,499.13782
2020-02-20,487.54889
2020-03-11,500.69339
2020-04-03,574.09351
2020-04-09,602.71624
2020-04-14,543.45417
2020-04-24,601.1488400000001
2020-05-22,422.51025
2020-05-29,486.80853
2020-06-05,438.40252
2020-06-12,482.10605
2020-06-19,508.28743000000003
2020-06-26,465.88944
2020-07-02,696.17954
2020-07-10,487.36622
2020-07-17,511.96229000000005
2020-07-23,514.8787
2020-07-30,550.5522599999999
2020-08-07,558.12221
2020-08-14,573.03827
2020-08-20,629.6648700000001
2020-08-27,622.62718
2020-09-03,628.37655
2020-09-11,631.10614
2020-09-18,606.07376
2020-09-24,671.2863500000001
2020-10-01,645.8042899999999
2020-10-08,607.6282100000001
2020-10-16,577.0086
2020-10-23,581.08554
2020-10-27,586.9460200000001
2020-11-06,560.78697
2020-11-13,543.11124
2020-12-04,496.84012
2021-01-08,620.8934399999999
2021-01-15,581.18853
2021-01-28,494.92539
2021-02-11,895.22739
2021-03-03,539.56749
2021-03-19,496.47862000000003
2021-03-25,638.30719
2021-04-07,579.16218
2021-05-17,505.63603
2021-05-28,483.49241
2021-06-04,484.95496
2021-06-11,827.86428
2021-06-18,617.3034700000001
2021-06-24,884.54872
2021-07-02,714.8839599999999
2021-07-09,534.06296
2021-07-15,732.24088
2021-07-23,594.95521
2021-07-30,575.59712
2021-07-31,603.23777
2021-08-06,546.9489699999999
2021-08-13,643.2168387
2021-08-19,714.4229615
2021-08-27,661.292103
2021-09-03,699.7350594
2021-10-01,685.5907348
2021-10-07,950.760103
2021-10-15,587.5909226
2021-10-22,579.8761678000001
2021-10-27,637.6824667000001
2021-11-03,584.0725113
2021-11-11,660.5507837
