date,sodium
YYYY-MM-DD,ppb
2014-12-12,1314.58316
2015-04-19,820.39492
2015-05-11,2009.98758
2015-05-24,2013.42182
2015-06-02,1949.29756
2015-06-18,1440.36096
2015-07-02,2242.55879
2015-07-15,1330.14885
2015-08-02,936.00466
2015-08-09,1066.82822
2015-10-04,2107.19525
2015-10-13,1700.14095
2015-10-26,1751.71985
2015-11-09,1798.95177
2015-11-23,1554.16425
2016-04-08,1789.2337499999999
2016-04-21,905.96649
2016-05-02,1056.8655819405
2016-05-20,729.3426502646
2016-05-27,691.0600099807999
2016-06-04,690.1332889815001
2016-06-11,900.7747897065
2016-06-17,1024.06955
2016-06-27,1113.6874
2016-07-08,1124.5179899999998
2016-07-15,1138.05109
2016-07-22,1199.9247
2016-07-29,1290.49179
2016-08-05,1245.59122
2016-08-12,1308.8917900000001
2016-08-19,1428.97381
2016-08-26,1482.3507599999998
2016-09-02,1396.40917
2016-09-09,1107.82766
2016-09-16,1201.18361
2016-09-23,1454.59752
2016-09-30,1371.0241199999998
2016-10-12,1128.34292
2016-10-19,1491.56907
2016-10-27,1656.3779
2016-11-03,1261.84393
2016-11-12,1392.82322
2016-11-23,1345.73429
2016-12-04,1400.6727
2017-05-14,624.7599
2017-05-30,2705.15556
2017-06-15,798.6697700000001
2017-06-30,888.4113600000001
2017-07-13,937.11137
2017-07-30,854.36938
2017-08-25,1770.42211
2017-09-14,1044.80727
2017-09-27,1357.2696999999998
2017-10-14,1327.66267
2017-10-23,1336.84461
2017-11-03,1401.9594499999998
2017-11-16,1428.8655199999998
2018-03-03,1231.36771
2018-05-25,962.54549
2018-06-08,1042.57239
2018-06-15,1108.38948
2018-06-25,1153.00613
2018-07-09,1234.82787
2018-07-15,1270.6871099999998
2018-08-10,1552.0661599999999
2018-08-17,1486.31526
2018-08-24,1570.1942199999999
2018-09-07,1388.92574
2018-09-14,1452.5895
2018-09-21,1396.51231
2018-09-28,1422.65411
