date,rubidium
YYYY-MM-DD,ppb
2019-05-30,2.34502
2019-06-12,2.27644
2019-06-19,2.2415599999999998
2019-06-29,2.2073
2019-07-15,2.2855
2019-07-18,2.24799
2019-07-24,2.34971
2019-07-30,2.26342
2019-08-06,2.2531499999999998
2019-08-14,2.28923
2019-08-21,2.27699
2020-01-15,2.53622
2020-02-08,2.34886
2020-02-18,2.5114900000000002
2020-03-05,2.3402600000000002
2020-03-18,2.32517
2020-03-30,2.43726
2020-08-30,2.29508
2020-09-10,2.35543
2020-09-18,2.18106
2020-09-28,2.36708
2020-10-06,2.23786
2020-10-16,2.2235199999999997
2020-10-23,2.27507
2020-10-30,2.27306
2020-11-06,2.1817
2020-11-14,2.24568
