date,lead
YYYY-MM-DD,ppb
2015-06-02,0.10342000000000001
2015-06-18,0.0
2015-07-15,0.0
2015-08-02,0.06722
2015-11-04,0.0
2015-11-23,0.026770000000000002
2015-11-28,0.11057
2016-05-27,0.0
2016-06-04,0.022995772799999998
2016-06-08,0.00932
2016-06-11,0.068831648
2016-06-17,0.0
2016-07-08,0.03658
2016-07-14,0.00221
2016-07-16,0.83662
2016-07-22,0.014070000000000001
2016-07-29,0.06196
2016-08-11,0.05836
2016-08-19,0.03405
2016-08-26,0.07872000000000001
2016-09-02,0.02075
2016-09-16,0.03864
2016-10-12,0.0
2016-10-19,0.039560000000000005
2016-10-27,0.01719
2016-11-03,0.025920000000000002
2016-11-12,0.01837
2016-12-04,0.03145
2017-03-27,0.02615
2017-06-23,0.08399000000000001
2017-06-30,0.03596
2017-07-13,0.00716
2017-07-14,0.011609999999999999
2017-07-17,0.04184
2017-07-30,0.021450000000000004
2017-08-11,0.05425
2017-08-25,0.033460000000000004
2017-08-31,0.02209
2017-09-18,0.055279999999999996
2017-09-27,0.04718
2017-10-14,0.03875
2017-10-19,0.03217
2017-10-23,0.01624
2017-10-24,0.00332
2017-11-03,0.02583
2017-11-14,0.06089
2017-11-16,0.021189999999999997
2017-12-19,0.03578
2018-01-06,0.01771
2018-01-25,0.00437
2018-01-29,0.01936
2018-03-03,0.02628
2018-03-04,0.02777
2018-03-13,0.02685
2018-03-17,0.016919999999999998
2018-05-07,0.02002
2018-05-25,0.023110000000000002
2018-06-03,0.021150000000000002
2018-06-08,0.04018
2018-06-15,0.019799999999999998
2018-06-25,0.046950000000000006
2018-07-09,0.04093
2018-08-10,0.01144
2018-08-17,0.01935
2018-08-24,0.01064
2018-08-25,1.6484699999999999
2018-08-31,0.09308
2018-09-07,0.08855
2018-09-14,0.14538
2018-09-21,0.08925000000000001
2018-10-11,0.20157000000000003
2018-10-12,0.13724
2018-10-18,0.13069
2018-10-25,0.06836
2018-11-02,0.0838
2018-11-10,0.11308
2018-11-16,0.15422999999999998
2018-11-17,0.09555
2019-07-27,0.00488
2019-08-13,0.04072
