date,manganese
YYYY-MM-DD,ppb
2019-05-30,74.48031
2019-06-12,0.6927700000000001
2019-06-19,0.45860999999999996
2019-06-29,0.45946
2019-07-15,0.67008
2019-07-18,0.84674
2019-07-24,1.11727
2019-07-30,0.68426
2019-08-06,0.55518
2019-08-14,0.82125
2019-08-21,0.60039
2020-01-15,0.90354
2020-02-08,1.29976
2020-02-18,15.086120000000001
2020-03-05,1.1544
2020-03-18,1.16639
2020-03-30,1.23749
2020-08-30,1.3899400000000002
2020-09-10,1.19596
2020-09-18,1.13863
2020-09-28,1.2255099999999999
2020-10-06,1.15041
2020-10-16,1.2301
2020-10-23,1.24618
2020-10-30,1.26096
2020-11-06,1.18486
2020-11-14,1.13095
