date,selenium
YYYY-MM-DD,ppb
2015-08-02,372.60902999999996
2015-08-09,389.06003
2015-10-04,0.34595
2015-10-13,0.20561
2015-10-26,0.33819
2015-11-09,0.29191
2015-11-23,0.24802000000000002
2015-12-09,0.46414999999999995
2015-12-30,0.30280999999999997
2016-01-08,0.33413
2016-01-18,0.47118
2016-01-28,0.35339000000000004
2016-02-12,0.26772
2016-02-21,0.38558000000000003
2016-03-09,0.33974
2016-03-24,0.5117499999999999
2016-03-31,0.31825
2016-04-08,0.88856
2016-04-21,0.40335999999999994
2016-05-02,0.0
2016-05-12,0.0
2016-05-20,0.0
2016-05-27,0.0
2016-06-04,0.0
2016-06-11,0.062555925
2016-06-17,0.09175000000000001
2016-06-27,0.0
2016-07-08,0.0
2016-07-15,0.0
2016-07-22,0.28014
2016-07-29,0.15128
2016-08-05,0.01678
2016-08-12,0.50942
2016-08-19,0.54584
2016-08-26,0.33189
2016-08-27,0.23210000000000003
2016-09-02,0.12037
2016-09-09,0.23432999999999998
2016-09-16,0.30851
2016-09-23,0.2437
2016-09-30,0.32144
2016-10-12,0.29755
2016-10-19,0.19913
2016-10-27,0.21633
2016-11-03,0.37366999999999995
2016-11-12,0.21817
2016-11-23,0.0
2016-12-04,0.19205
2016-12-19,0.060219999999999996
2017-02-01,1.17669
2017-03-19,0.29262
2017-04-12,0.28966
2017-04-30,0.25715
2017-05-11,0.19803
2017-05-30,0.19439
2017-06-15,0.08972000000000001
2017-06-24,0.25893
2017-06-30,0.20773
2017-07-13,0.15275
2017-07-30,0.17413
2017-08-25,0.21235
2017-09-14,0.30568
2017-09-27,0.28067000000000003
2017-10-14,0.31440999999999997
2017-10-23,0.27657
2017-11-03,0.27096
2017-11-16,0.5675899999999999
2017-12-19,0.37468
2018-01-06,0.28587
2018-01-26,0.28864
2018-03-03,0.71639
2018-03-04,0.55836
2018-03-17,0.70341
2018-05-07,0.56063
2018-05-25,0.49573
2018-06-08,0.27102000000000004
2018-06-15,0.35819999999999996
2018-06-25,0.61118
2018-07-11,0.64216
2018-07-15,0.26564
2018-08-10,0.26564
2018-08-17,0.59523
2018-08-24,0.63745
2018-09-07,0.34397
2018-09-14,0.47799
2018-09-21,0.52825
2018-10-05,0.5505899999999999
2018-10-12,0.57292
2018-10-18,0.60643
2018-10-25,0.59526
2018-11-02,0.84096
2018-11-10,0.78512
2018-11-17,0.58162
2019-03-18,0.15447
2019-03-30,0.21673
2019-04-18,0.13372
2019-05-02,0.15447
2019-05-08,0.02303
2019-05-31,0.0
2019-06-05,0.0
2019-06-11,0.0
2019-06-21,0.0
2019-06-27,0.90757
2019-07-05,0.45903
2019-07-14,0.7198100000000001
2019-07-19,0.42773
2019-07-26,0.5842
2019-08-02,0.52161
2019-08-09,1.68204
2019-08-16,1.6658899999999999
2019-08-23,1.8596599999999999
2019-08-30,1.9242500000000002
2019-09-06,2.15032
2019-09-13,1.9081100000000002
2019-09-20,1.73048
2019-09-27,1.71433
2019-10-04,1.9081100000000002
2019-10-11,1.71433
2019-10-19,2.6186100000000003
2019-10-25,0.624
2019-11-03,0.57237
2019-11-08,0.624
2019-11-15,0.72725
2019-11-22,0.6369
2019-12-04,0.59818
2019-12-12,0.5594600000000001
2019-12-20,0.54655
2020-01-08,0.5852700000000001
2020-01-15,0.624
2020-01-21,0.6110899999999999
2020-01-28,0.50783
2020-02-11,3.40115
2020-02-20,3.40115
2020-03-01,2.55523
2020-03-11,2.24762
2020-03-17,2.40142
2020-04-01,3.63185
2020-04-09,2.55523
2020-04-14,3.17044
2020-04-24,3.0166399999999998
2020-04-28,2.55523
2020-05-14,2.3245199999999997
2020-05-22,3.0166399999999998
2020-05-29,3.17044
2020-06-05,2.47833
2020-06-12,3.17044
2020-06-19,2.7090300000000003
2020-06-26,3.70876
2020-07-02,3.55495
2020-07-10,3.4780499999999996
2020-07-17,2.6321299999999996
2020-07-23,2.86284
2020-07-30,3.40115
2020-08-07,3.32425
2020-08-14,3.32425
2020-08-20,3.63185
2020-08-27,3.0166399999999998
2020-09-03,3.63185
2020-09-11,3.17044
2020-09-18,2.86284
2020-09-24,3.2473400000000003
2020-10-01,3.4780499999999996
2020-10-08,3.78566
2020-10-16,2.93974
2020-10-23,2.7859299999999996
2020-10-27,3.40115
2020-11-06,3.8625599999999998
2020-11-13,3.63185
2020-11-20,2.7859299999999996
2020-12-04,2.86284
2020-12-31,3.32425
2021-01-08,2.7090300000000003
2021-01-15,3.32425
2021-01-21,3.55495
2021-01-28,0.0
2021-02-05,0.0
2021-02-11,0.0
2021-02-17,0.0
2021-02-25,0.0
2021-03-03,0.0
2021-03-10,0.0
2021-03-19,0.0
2021-03-25,2.1308
2021-03-30,2.69003
2021-04-07,2.1308
2021-04-14,2.41041
2021-05-17,2.03759
2021-05-28,2.41041
2021-06-04,2.03759
2021-06-11,0.1113
2021-06-18,0.44356
2021-06-24,0.55431
2021-07-02,0.33281
2021-07-09,0.0
2021-07-15,0.1113
2021-07-23,0.0
2021-07-30,0.0
2021-08-06,0.0
2021-08-13,0.1903517
2021-08-19,0.1778135
2021-08-27,0.1839045
2021-09-03,0.1711874
2021-10-01,0.2038419
2021-10-07,0.1636305
2021-10-22,0.20525580000000002
2021-10-27,0.32163379999999997
2021-11-03,0.2941742
2021-11-11,0.2200539
2021-12-20,0.2716521
2022-10-15,0.2022773
