date,thorium
YYYY-MM-DD,ppb
2020-05-21,0.10833999999999999
2020-05-27,0.10539
2020-06-03,0.09637
2020-06-09,0.08936
2020-06-17,0.09631
2020-06-25,0.09056
2020-06-30,0.09451
2020-07-07,0.0864
2020-07-14,0.08848999999999999
2020-07-22,0.07596
2020-07-27,0.07439
2020-08-02,0.07093
2020-08-10,0.06321
2020-08-18,0.06406
2020-08-24,0.05745
2020-08-31,0.06935
2020-09-15,0.06383
2020-09-22,0.06732
2020-09-28,0.061450000000000005
2020-10-08,0.0632
2020-10-14,0.05894
2020-10-22,0.0721
2020-11-11,0.0592
2020-12-08,0.059340000000000004
2020-12-29,0.058440000000000006
2021-01-29,0.0
2021-02-09,0.0
2021-03-10,0.0
2021-04-16,0.08631
2021-04-29,0.07521
2021-05-12,0.08384000000000001
2021-05-20,0.08179
2021-05-26,0.10134000000000001
2021-06-01,0.08112
2021-06-08,0.04579
2021-06-14,0.04431
2021-06-21,0.04294
2021-06-29,0.04195
2021-07-08,0.042890000000000005
2021-07-21,0.03635
2021-08-05,0.04902
2021-08-11,0.04815
2021-08-18,0.04661
2021-08-26,0.04372
2021-08-30,0.0468
2021-09-12,0.049030000000000004
2021-10-06,0.04302
2021-10-13,0.0011358
2021-11-05,0.0020976
2021-11-12,0.0015153
2021-12-16,0.0167844
