date,copper
YYYY-MM-DD,ppb
2016-08-05,21.86541
2016-08-12,30.07291
2016-08-19,13.51801
2016-08-26,5.65791
2016-09-02,5.28591
2016-09-09,4.07569
2016-09-16,4.16902
2016-10-01,4.0996
2016-10-12,16.72696
2016-10-19,4.38962
2016-10-27,2.91193
2016-11-03,5.169550000000001
2016-11-12,2.76827
2017-06-16,4.42687
2017-08-04,4.39052
2017-08-25,4.59048
2017-09-27,3.96263
2017-10-05,11.97765
2017-10-12,6.34945
2017-10-13,3.44445
2017-10-24,3.8421899999999996
2017-11-03,3.59884
2017-11-15,3.24173
2018-05-25,2.87555
2018-06-09,4.12296
2018-06-15,3.05939
2018-06-25,3.62664
2018-07-11,3.3265499999999997
2018-07-16,3.43823
2018-08-24,3.60633
2018-08-27,3.90642
2019-06-23,4.92233
2019-06-27,3.27276
2019-07-05,3.4050200000000004
2019-07-14,2.8393699999999997
2019-07-19,2.27987
2019-07-26,3.1014000000000004
2019-08-02,3.31161
2019-08-09,2.7452500000000004
2019-08-16,2.5468800000000003
2019-08-23,36.38117
2019-08-30,23.27825
2019-09-06,30.38494
2019-09-20,3.13731
2019-09-27,2.78626
2019-10-04,3.99779
2020-03-01,12.78249
2020-04-01,11.742840000000001
2020-04-28,12.095089999999999
2020-05-22,12.12261
2020-05-29,11.78107
2020-06-08,12.62626
2020-06-12,12.62735
2020-06-19,11.96013
2020-06-26,12.51388
2020-07-02,12.75805
2020-07-10,12.965979999999998
2020-07-17,24.334470000000003
2020-07-23,15.667489999999999
2020-07-30,12.647060000000002
2020-08-07,12.45063
2020-08-14,12.77444
2020-08-20,13.67531
2020-08-27,13.59478
2020-09-03,12.5503
2020-09-11,14.317260000000001
2020-09-18,12.589760000000002
2020-09-24,15.282359999999999
2020-10-01,13.07123
2020-10-08,11.859599999999999
2020-10-16,13.182970000000001
2020-10-23,14.12501
2020-11-06,12.32361
2021-01-21,12.13754
2021-02-17,13.15378
2021-03-10,14.77772
2021-04-14,4.05321
2021-05-19,2.34615
2021-05-28,2.61066
2021-06-04,3.00213
2021-06-11,9.94048
2021-06-24,2.8694100000000002
2021-07-09,2.30422
2021-07-15,40.139129999999994
2021-07-23,2.6042300000000003
2021-07-30,2.72879
2021-08-06,3.06054
2021-08-13,1.6765379
2021-08-19,3.0718457
2021-08-27,0.5954269
2021-09-03,0.6170331
2021-10-01,0.6192967
2021-10-07,0.7861936999999999
2021-10-22,1.3454198000000002
2021-11-03,1.3032044
2021-11-11,1.7513855999999999
2021-12-20,0.2750202
