date,calcium
YYYY-MM-DD,ppb
2020-05-22,16460.45693
2020-05-29,15436.62676
2020-06-12,15933.709309999998
2020-06-19,15661.093280000001
2020-06-26,15746.968400000002
2020-07-02,15713.904999999999
2020-07-10,16546.96328
2020-07-17,18265.97298
2020-07-23,18243.86838
2020-07-30,18056.70308
2020-08-07,18287.91478
2020-08-14,18390.79739
2020-08-20,18789.7866
2020-08-27,19035.81107
2020-09-03,19551.01171
2020-09-11,20429.931409999997
2020-09-18,19785.92258
2020-09-24,20104.87487
2020-10-01,18940.15292
2020-10-16,19963.56713
2020-10-23,20044.81655
2020-11-06,18994.928640000002
2021-01-21,16467.503389999998
2021-02-17,16338.06536
2021-03-10,17125.49341
2021-04-14,16455.77818
2021-05-19,14236.23211
2021-05-28,13929.83918
2021-06-04,14319.99901
2021-06-11,14170.87448
2021-06-24,14950.17141
2021-07-09,16287.669679999999
2021-07-15,16207.105309999999
2021-07-23,16033.248679999999
2021-07-30,15625.277129999999
2021-08-06,18076.5052
2021-08-13,15295.706131300001
2021-08-27,15975.1279127
2021-09-03,16152.898145199999
2021-10-01,16650.4130035
2021-10-07,17057.061851799997
2021-10-22,17063.986943
2021-11-03,16834.9566904
2021-11-11,16897.368661200002
