date,strontium
YYYY-MM-DD,ppb
2015-06-30,3807.6626702763
2015-07-07,3827.089246904
2015-07-14,3796.8389658159
2015-07-21,3780.9083226068
2015-07-28,3758.3619380918
2015-08-04,3658.1575826432
2015-08-11,3736.7808115116
2015-08-18,1492.5479732032
2015-08-26,2381.127613613
2016-02-23,3713.34519
2016-02-29,3521.3349599999997
2016-06-29,3687.85013
2016-08-03,3759.95919
2016-08-10,3743.60838
2016-08-17,3796.12099
2016-08-23,3695.16276
2016-08-23,3647.98318
2016-08-23,3667.2373
2016-08-24,3685.08073
2016-08-31,3640.15827
2016-09-07,2102.50342
2016-09-14,1969.9902900000002
2016-09-21,1978.61353
2016-09-28,3620.52782
2016-10-11,877.89365
2016-10-19,3764.15213
2016-10-26,3724.60333
2016-11-02,3709.31369
2016-11-09,3655.28317
2016-11-16,3704.02454
2016-11-22,3420.9685200000004
2016-11-29,2059.03386
2016-12-06,3464.82655
2016-12-13,3472.67832
2016-12-20,3505.28452
2016-12-27,3469.85552
2017-01-03,3505.5864500000002
2017-01-10,3468.3482
2017-01-17,3616.42566
2017-01-24,3534.48827
2017-01-31,3526.67691
2017-02-07,3772.69276
2017-02-14,3757.59778
2017-02-21,3738.7268999999997
2017-02-28,3757.79114
2017-03-07,3752.30579
2017-03-14,3769.34429
2017-03-21,3754.79057
2017-03-28,3753.3133700000003
2017-04-04,3768.4558199999997
2017-04-11,3750.5347699999998
2017-04-18,3761.76015
2017-04-25,3763.01737
2017-05-02,3776.9656600000003
2017-05-09,3784.3123000000005
2017-05-16,3755.6854399999997
2017-05-23,3749.32517
2017-05-30,3754.56594
2017-06-14,3722.6801
2017-06-20,3690.80557
2017-06-29,3743.06847
2017-07-05,3759.15731
2017-07-12,3733.76868
2017-07-18,3735.78908
2017-07-25,3672.73165
2017-08-03,3708.45141
2017-08-09,3733.87665
2017-08-16,3728.8419
2017-08-23,3727.3281100000004
2017-08-29,3698.3486900000003
2017-09-03,3703.6929400000004
2017-09-13,3716.0598499999996
2017-09-20,3709.36502
2017-09-27,3746.77844
2017-10-05,3681.1954400000004
2017-10-10,3666.22479
2017-10-17,3694.4492
2017-10-24,2236.31037
2017-10-31,3678.7656800000004
2017-11-07,3673.7129800000002
2017-11-14,3666.8479
2017-11-21,3706.65051
2017-11-28,3686.8991699999997
2017-12-03,3711.8354900000004
2017-12-12,3702.6588199999997
2017-12-19,3727.35342
2017-12-26,3690.06656
2018-01-02,3691.88484
2018-01-09,3688.8379800000002
2018-01-16,3689.63039
2018-01-23,3364.37467
2018-01-30,3369.65584
2018-02-06,3362.9470300000003
2018-02-13,3359.45658
2018-02-20,3371.0879999999997
2018-02-27,3384.19041
2018-03-06,3382.92422
2018-03-13,3383.50253
2018-07-16,3907.9168
2018-07-23,3791.93313
2018-09-04,3772.65547
2018-09-10,4262.55663
2018-09-17,3804.27512
2018-09-24,3783.93996
2018-10-01,3771.2045200000002
2018-10-29,3735.48545
2019-05-07,3636.16085
