date,uranium
YYYY-MM-DD,ppb
2015-12-31,0.05672
2016-02-12,0.03752
2016-02-18,0.03735
2016-02-24,0.046880000000000005
2016-03-04,0.03989
2016-03-11,0.040959999999999996
2016-03-18,0.03695
2016-03-27,0.03252
2016-03-28,0.03941
2016-04-03,0.03098
2016-04-04,0.03619
2016-04-05,0.03619
2016-04-05,0.041920000000000006
2016-04-05,0.041920000000000006
2016-04-07,0.03611
2016-04-07,0.03611
2016-04-09,0.05731
2016-04-09,0.05731
2016-04-11,0.03506
2016-04-11,0.03506
2016-04-14,0.02164
2016-04-16,0.06266
2016-04-18,0.03673
2016-04-20,0.04298
2016-04-22,0.03369
2016-04-24,0.03469
2016-04-26,0.03347
2016-04-28,0.03339
2016-04-30,0.03453
2016-05-02,0.030270000000000002
2016-05-04,0.04294
2016-05-06,0.04701999999999999
2016-05-08,0.03329
2016-05-10,0.053290000000000004
2016-05-12,0.031549999999999995
2016-05-14,0.031039999999999998
2016-05-16,0.032869999999999996
2016-05-18,0.02302
2016-05-20,0.03284
2016-05-22,0.03496
2016-05-24,0.03902
2016-05-26,0.03362
2016-05-28,0.031020000000000002
2016-05-30,0.024589999999999997
2016-06-01,0.03094
2016-06-03,0.03308
2016-06-05,0.09036000000000001
2016-06-07,0.05374999999999999
2016-06-09,0.042440000000000005
2016-06-11,0.0427
2016-06-13,0.03856
2016-06-15,0.03737
2016-06-17,0.038509999999999996
2016-06-19,0.03812
2016-06-21,0.03863
2016-06-23,0.04177
2016-06-25,0.03975
2016-06-27,0.0425
2016-06-29,0.04448
2016-07-01,0.050699999999999995
2016-07-03,0.040639999999999996
2016-07-05,0.04914
2016-07-07,0.045450000000000004
2016-07-09,0.06176
2016-07-11,0.05482
2016-07-13,0.05367
2016-07-15,0.058230000000000004
2016-07-17,0.053880000000000004
2016-07-19,0.08098
2016-07-21,0.06559999999999999
2016-07-23,0.05831
2016-07-25,0.05772
2016-07-27,0.06176
2016-07-29,0.06203
2016-07-31,0.05099
2016-08-02,0.054599999999999996
2016-08-04,0.05246
2016-08-06,0.0464
2016-08-08,0.04988
2016-08-10,0.04613
2016-08-12,0.05209
2016-08-14,0.08688
2016-08-16,0.05263
2016-08-18,0.04982
2016-08-20,0.04752
2016-08-22,0.04685
2016-08-24,0.04308
2016-08-26,0.04346
2016-08-28,0.04458
2016-09-02,0.03896
2016-09-03,0.03812
2016-09-05,0.0465
2016-09-07,0.04707
2016-09-09,0.04764
2016-09-11,0.04004
2016-09-13,0.043590000000000004
2016-09-15,0.04226
2016-09-21,0.02947
2016-09-21,0.03678
2016-09-23,0.03281
2016-09-25,0.03059
2016-09-27,0.04345
2016-09-29,0.038
2016-10-01,0.06493
2016-10-03,0.042379999999999994
2016-10-05,0.04368999999999999
2016-10-07,0.03958
2016-10-09,0.04203
2016-10-11,0.04206
2016-10-15,0.04451
2016-10-17,0.042319999999999997
2016-10-19,0.03785
2016-10-21,0.043
2016-10-23,0.03931
2016-10-25,0.03612
2016-10-27,0.03834
2016-10-29,0.03843
2016-11-13,0.033549999999999996
2016-11-23,0.029429999999999998
2016-12-15,0.03128
2017-01-24,0.03427
2017-02-20,0.03682
2017-03-10,0.03726
2017-03-17,0.030469999999999997
2017-03-25,0.025660000000000002
2017-03-28,0.021240000000000002
2017-03-29,0.02102
2017-03-30,0.02196
2017-03-31,0.01872
2017-04-01,0.01898
2017-04-02,0.02107
2017-04-03,0.01876
2017-04-05,0.01948
2017-04-06,0.01822
2017-04-07,0.01933
2017-04-08,0.01713
2017-04-09,0.01424
2017-04-10,0.07257000000000001
2017-04-11,0.03421
2017-04-12,0.01944
2017-04-13,0.023119999999999998
2017-04-14,0.02284
2017-04-15,0.02297
2017-04-16,0.01958
2017-04-17,0.01916
2017-04-18,0.01846
2017-04-19,0.0225
2017-04-20,0.017390000000000003
2017-04-21,0.01168
2017-04-22,0.01208
2017-04-23,0.01124
2017-04-24,0.01754
2017-04-25,0.014879999999999999
2017-04-26,0.01864
2017-04-27,0.0175
2017-04-29,0.01576
2017-04-30,0.01582
2017-05-01,0.01308
2017-05-02,0.01473
2017-05-03,0.01269
2017-05-04,0.01523
2017-05-05,0.02172
2017-05-06,0.0242
2017-05-07,0.02486
2017-05-08,0.02326
2017-05-09,0.027200000000000002
2017-05-10,0.02792
2017-05-11,0.02561
2017-05-12,0.02666
2017-05-13,0.030899999999999997
2017-05-15,0.02395
2017-05-16,0.02157
2017-05-17,0.020110000000000003
2017-05-18,0.01986
2017-05-19,0.01887
2017-05-20,0.017240000000000002
2017-05-21,0.01979
2017-05-22,0.01941
2017-05-23,0.01836
2017-05-24,0.020769999999999997
2017-05-25,0.01573
2017-05-26,0.01899
2017-05-27,0.26102000000000003
2017-05-28,0.020339999999999997
2017-05-29,0.0
2017-05-30,0.0
2017-05-31,0.0
2017-06-01,0.0
2017-06-02,0.0
2017-06-03,0.0
2017-06-04,0.0
2017-06-05,0.0
2017-06-06,0.0
2017-06-07,0.0
2017-06-08,0.0
2017-06-09,0.06448999999999999
2017-06-10,0.038579999999999996
2017-06-11,0.0337
2017-06-12,0.02864
2017-06-13,0.030400000000000003
2017-06-14,0.03268
2017-06-15,0.02706
2017-06-16,0.030690000000000002
2017-06-17,0.03187
2017-06-18,0.02783
2017-06-19,0.03213
2017-06-20,0.03258
2017-06-21,0.03116
2017-06-22,0.03091
2017-06-23,0.03134
2017-06-24,0.02812
2017-06-25,0.03182
2017-06-26,0.03292
2017-06-27,0.03172
2017-06-28,0.06151
2017-06-29,0.04156
2017-06-30,0.03796
2017-07-01,0.03587
2017-07-02,0.0393
2017-07-03,0.04573
2017-07-04,0.03841
2017-07-05,0.03947
2017-07-06,0.04101
2017-07-07,0.04181
2017-07-08,0.04143
