date,nickel
YYYY-MM-DD,ppb
2014-12-12,0.0
2015-04-19,0.0
2015-05-11,1.0555299999999999
2015-05-24,1.11206
2015-06-02,0.9140199999999999
2015-06-18,0.61679
2015-07-02,0.94068
2015-07-15,0.8397100000000001
2015-08-02,0.03101
2015-08-09,0.0
2015-10-04,1.43851
2015-10-13,1.45861
2015-10-26,1.38609
2015-11-09,1.4213
2015-11-23,1.33151
2016-04-08,1.51232
2016-04-21,1.50145
2016-05-02,1.2868537149000001
2016-05-20,1.0555838855
2016-05-27,1.0009751776
2016-06-04,1.033242567
2016-06-11,1.0370049885000001
2016-06-17,0.86245
2016-06-27,1.17785
2016-07-08,1.1074599999999999
2016-07-15,1.1488099999999999
2016-07-22,1.16758
2016-07-29,1.23582
2016-08-05,1.3261500000000002
2016-08-12,1.2139600000000002
2016-08-19,1.25603
2016-08-26,1.36483
2016-09-02,1.24545
2016-09-09,1.4505000000000001
2016-09-16,1.6594700000000002
2016-09-23,1.02176
2016-09-30,1.4772699999999999
2016-10-12,1.66882
2016-10-19,1.68536
2016-10-27,1.80202
2016-11-03,1.85072
2016-11-12,4.52844
2016-11-23,1.90223
2016-12-04,1.7564899999999999
2017-05-14,1.0838
2017-05-30,2.7508500000000002
2017-06-15,1.06633
2017-06-30,1.18305
2017-07-13,1.2706300000000001
2017-07-30,1.24289
2017-08-25,1.88884
2017-09-14,1.54945
2017-09-27,1.5623699999999998
2017-10-14,1.53212
2017-10-23,1.5523799999999999
2017-11-03,1.7138900000000001
2017-11-16,1.7613699999999999
2018-03-03,1.43633
2018-05-25,0.99955
2018-06-08,1.17434
2018-06-15,1.25819
2018-06-25,1.37659
2018-07-09,1.4385800000000002
2018-07-15,1.3342399999999999
2018-08-10,1.34915
2018-08-17,1.2667700000000002
2018-08-24,1.5815899999999998
2018-09-07,1.51733
2018-09-14,1.41404
2018-09-21,1.4180300000000001
2018-09-28,1.3750799999999999
