date,rubidium
YYYY-MM-DD,ppb
2014-12-12,0.312
2015-04-19,0.22558999999999998
2015-05-11,0.19639
2015-05-24,0.20228
2015-06-02,0.20816
2015-06-18,0.6075699999999999
2015-07-02,0.31089
2015-07-15,0.61285
2015-08-02,0.34914
2015-08-09,0.37084
2015-10-04,0.81486
2015-10-13,0.8329
2015-10-26,0.8172
2015-11-09,0.79234
2015-11-23,0.70489
2016-04-08,0.71629
2016-04-21,0.26061999999999996
2016-05-02,0.27905427990000004
2016-05-20,0.22648641979999998
2016-05-27,0.20111541280000003
2016-06-04,0.22646050350000002
2016-06-11,0.2779796145
2016-06-17,0.30379
2016-06-27,0.40058000000000005
2016-07-08,0.37157
2016-07-15,0.3058
2016-07-22,0.35466
2016-07-29,0.38897000000000004
2016-08-05,0.39461
2016-08-12,0.43896999999999997
2016-08-19,0.40476
2016-08-26,0.35087
2016-09-02,0.38943
2016-09-09,0.33004
2016-09-16,0.37946
2016-09-23,0.23262000000000002
2016-09-30,0.39249
2016-10-12,0.39288999999999996
2016-10-19,0.31265
2016-10-27,0.39565000000000006
2016-11-03,0.3154
2016-11-12,0.30619
2016-11-23,0.32187
2016-12-04,0.2531
2017-05-14,0.23413
2017-05-30,0.618
2017-06-15,0.23868
2017-06-30,0.30581
2017-07-13,0.31617
2017-07-30,0.27242
2017-08-25,0.45989
2017-09-14,0.36496
2017-09-27,0.31318
2017-10-14,0.30291999999999997
2017-10-23,0.30502
2017-11-03,0.29223
2017-11-16,0.28766
2018-03-03,0.28606
2018-05-25,0.24204
2018-06-08,0.34079
2018-06-15,0.35812999999999995
2018-06-25,0.37754000000000004
2018-07-09,0.45551
2018-07-15,0.40681
2018-08-10,0.43742000000000003
2018-08-17,0.3901
2018-08-24,0.37424
2018-09-07,0.34038999999999997
2018-09-14,0.32919
2018-09-21,0.33827
2018-09-28,0.31029999999999996
