date,arsenic
YYYY-MM-DD,ppb
2015-06-02,0.27286
2015-06-12,0.003613419005832
2015-06-13,0.015580648238526
2015-06-18,15.017
2015-07-06,0.004096350584975
2015-07-10,0.005876766113504
2015-07-15,14.2683
2015-08-02,0.00575
2015-11-04,0.0
2015-11-23,13.8156
2015-11-28,0.0
2016-05-27,0.0
2016-06-04,0.027026063399999998
2016-06-08,0.0
2016-06-11,0.1050082816
2016-06-17,0.0
2016-07-08,0.00196
2016-07-14,0.0
2016-07-16,0.03004
2016-07-22,0.0
2016-07-29,0.0
2016-08-11,0.0
2016-08-19,0.0131
2016-08-26,0.0083
2016-09-02,0.0
2016-09-16,0.00835
2016-10-12,0.0
2016-10-19,0.02713
2016-10-27,0.01133
2016-11-03,0.06185
2016-11-12,0.010150000000000001
2016-12-04,0.0
2017-03-27,0.0
2017-06-23,0.01808
2017-06-30,0.0
2017-07-13,0.0
2017-07-14,0.0
2017-07-17,0.018099999999999998
2017-07-30,0.0
2017-08-11,0.00132
2017-08-25,0.0
2017-08-31,0.010690000000000002
2017-09-18,0.0
2017-09-27,0.0
2017-10-14,0.0
2017-10-19,0.04897
2017-10-23,0.0
2017-10-24,0.0
2017-11-03,0.0
2017-11-14,0.00036
2017-11-16,0.0
2017-12-19,0.0899
2018-01-06,0.038400000000000004
2018-01-25,0.041609999999999994
2018-01-29,0.0
2018-03-03,0.00217
2018-03-04,0.0
2018-03-13,0.0074
2018-03-17,0.0
2018-05-07,0.0
2018-05-25,0.0
2018-06-03,0.0
2018-06-08,0.01109
2018-06-15,0.00056
2018-06-25,0.00592
2018-07-09,0.00268
2018-08-10,0.0
2018-08-17,0.0
2018-08-24,0.0
2018-08-25,0.0
2018-08-31,0.08609
2018-09-07,0.05949
2018-09-14,0.06085
2018-09-21,0.05003
2018-10-11,0.0
2018-10-12,0.06306
2018-10-18,0.05126
2018-10-25,0.041679999999999995
2018-11-02,0.05037
2018-11-10,0.050289999999999994
2018-11-16,0.0
2018-11-17,0.05502
2019-07-27,0.0
2019-08-13,0.0
