date,europium
YYYY-MM-DD,ppb
2019-05-11,0.0064
2019-05-19,0.007429999999999999
2019-05-24,0.0048000000000000004
2019-06-03,0.005509999999999999
2019-06-18,0.0053300000000000005
2019-07-01,0.00848
2019-07-09,0.0155
2019-07-16,0.01712
2019-08-13,0.01312
2019-09-05,0.026860000000000002
2020-04-21,0.0
2020-05-13,0.0038900000000000002
2020-05-28,0.00949
2020-06-10,0.023370000000000002
2020-06-24,0.01209
2020-07-08,0.01078
2020-08-03,0.011590000000000001
2020-08-26,0.01625
2020-09-29,0.02642
2020-11-03,0.01715
2021-05-10,0.009210000000000001
2021-05-24,0.0149
2021-06-17,0.002045
2021-06-30,0.0021257
2021-07-22,0.0012972
2021-08-20,0.0016083
2021-09-30,0.0031954
