date,lead
YYYY-MM-DD,ppb
2016-10-15,0.01828
2016-10-19,0.07094
2016-10-27,0.03438
2016-11-03,0.03592
2016-11-12,0.056369999999999996
2016-11-23,0.050730000000000004
2016-12-19,0.03358
2017-03-19,0.87604
2017-04-11,0.025890000000000003
2017-04-12,0.54162
2017-05-14,0.24473999999999999
2017-05-30,0.27029000000000003
2017-06-01,0.17376
2017-06-15,0.06606
2017-06-30,0.04568
2017-07-13,0.053720000000000004
2017-07-30,0.0431
2017-08-25,0.01155
2017-09-13,0.03414
2017-09-27,0.02239
2017-10-14,0.056299999999999996
2017-10-23,0.03601
2017-10-29,0.0313
2017-11-03,0.02376
2017-11-16,0.0349
2017-12-19,0.0377
2018-01-05,0.020999999999999998
2018-01-25,0.02357
2018-03-03,0.05121
2018-03-17,0.03878
2018-05-07,0.0701
2018-05-25,0.0658
2018-06-03,0.04164
2018-06-15,0.03714
2018-06-25,0.10663
2018-07-11,0.02519
2018-07-15,0.03721
2018-08-10,0.036
2018-08-17,0.07065
2018-08-24,0.03786
