date,potassium
YYYY-MM-DD,ppb
2020-06-02,975.15981
2020-06-16,3865.05537
2020-06-30,983.1467
2020-07-14,1062.65606
2020-07-21,1108.23306
2020-07-29,1068.79411
2020-08-04,1020.47154
2020-08-12,976.20938
2020-08-19,956.08299
2020-08-24,965.22401
2020-09-01,956.20811
2020-09-10,954.63668
2020-09-14,984.24153
2020-09-23,1074.69325
2020-09-29,947.8288299999999
2020-10-05,951.34032
2020-10-13,983.3724100000001
2020-10-20,1004.51315
2020-10-28,953.55748
2020-11-03,976.36599
2020-11-10,933.53864
2020-11-19,941.4964600000001
2020-12-03,899.9822899999999
2021-01-06,884.8832199999999
2021-02-19,952.9323899999999
2021-03-09,996.02577
2021-04-05,1247.45544
2021-04-28,1082.9777
2021-05-04,1019.35032
2021-05-13,1006.19277
2021-05-18,969.89397
2021-05-27,1457.58298
2021-06-02,1155.50794
2021-06-08,1053.83441
2021-06-10,949.17209
2021-06-16,994.38257
2021-06-22,1096.5665099999999
2021-07-01,955.41498
2021-07-07,918.1681600000001
2021-07-16,944.4334947
2021-07-20,1149.1724941
2021-07-27,956.3475509
2021-08-04,923.9241314000001
2021-08-10,914.7397108
2021-08-17,910.6718761000001
2021-08-24,927.6879935
2021-08-31,901.9493725
2021-09-08,1110.5924529000001
2021-09-27,1018.1244343000001
2021-10-04,901.4865985
2021-10-15,1005.192182
2021-10-20,1076.372755
2021-10-28,1422.5476409999999
2021-11-04,1233.12652
2021-11-08,1071.936075
2021-12-01,1040.686962
