date,silver
YYYY-MM-DD,ppb
2019-04-27,0.33657
2019-05-11,0.24817
2019-05-19,0.27385
2019-05-24,1.28304
2019-06-03,1.2501499999999999
2019-06-18,0.0
2019-07-01,0.0
2019-07-09,0.27231
2019-07-16,0.1259
2019-08-13,2.6017400000000004
2019-09-05,2.63654
2019-10-02,2.43883
2020-05-13,4.11411
2020-05-28,4.22685
2020-06-10,4.28843
2020-06-24,4.42224
2020-07-08,4.2817
2020-08-03,3.91277
2020-08-26,3.96976
2020-09-29,0.06702
2020-11-03,0.04174
2021-05-10,0.0
2021-05-24,0.25267
2021-06-17,0.08880199999999999
2021-06-30,0.0095489
2021-07-22,0.0201427
2021-08-20,0.0057632
2021-09-30,0.017193
