date,tin
YYYY-MM-DD,ppb
2016-05-28,0.08959
2016-05-29,0.07851999999999999
2016-05-30,0.09231
2016-05-31,0.13001000000000001
2016-06-01,0.12954
2016-06-02,0.42121
2016-06-03,0.12492
2016-06-04,0.11634
2016-06-05,0.09077
2016-06-06,0.15309
2016-06-07,0.20925
2016-06-08,0.09153
2016-06-09,0.10114
2016-06-10,0.09294999999999999
2016-06-11,0.12982
2016-06-12,0.38711
2016-06-13,0.11287
2016-06-14,0.13627999999999998
2016-06-15,0.11188000000000001
2016-06-16,0.09745999999999999
2016-06-17,0.11771999999999999
2016-06-18,0.08882
2016-06-19,0.15395999999999999
2016-06-20,0.12094
2016-06-22,0.04593
2016-06-23,0.04048
2016-06-24,0.07399
2016-06-25,0.039290000000000005
2016-06-26,0.05668
2016-06-27,0.04471
2016-06-28,0.0243
2016-06-29,0.03406
2016-06-30,0.00863
2016-07-01,0.02933
2016-07-02,0.10415
2016-07-03,0.032659999999999995
2016-07-04,0.05315
2016-07-05,0.04575
2016-07-06,0.4036
2016-07-07,0.01558
2016-07-08,0.01793
2016-07-09,0.033
2016-07-10,0.01786
2016-07-11,0.03081
2016-07-12,0.03275
2016-07-13,0.01228
2016-07-14,0.01279
2016-07-15,0.02206
2016-07-16,0.01704
2016-07-17,0.037360000000000004
2016-07-18,0.01422
2016-07-19,0.02026
2016-07-20,0.014679999999999999
2016-07-21,0.006489999999999999
2016-07-22,0.0131
2016-07-23,0.00888
2016-07-24,0.0
2016-07-25,0.0223
2016-07-26,0.00013
2016-07-27,0.0
2016-07-28,0.01252
2016-07-29,0.14366
2016-07-30,0.0
2016-07-31,0.0
2016-08-01,0.0
2016-08-02,0.03758
2016-08-03,0.0
2016-08-04,0.0
2016-08-05,0.0513
2016-08-06,0.07238
2016-08-07,0.04308
2016-08-08,0.04657
2016-08-09,0.07826
2016-08-10,0.03553
2016-08-11,0.043179999999999996
2016-08-12,0.06554
2016-08-13,0.034030000000000005
2016-08-14,0.03993
2016-08-15,0.03489
2016-08-16,0.06448
2016-08-17,0.05969000000000001
2016-08-18,0.09039
2016-08-19,0.10194999999999999
2016-08-20,0.06559
2016-08-21,0.05131
2016-08-22,0.05007
2016-08-23,0.03887
2016-08-24,0.03876
2016-08-25,0.02579
2016-08-26,0.03068
2016-08-27,0.07913
2016-08-28,0.08203
2016-08-29,0.0643
2016-08-30,0.0455
2016-08-31,0.01879
2016-09-01,0.020699999999999996
2016-09-02,0.0213
2016-09-03,0.07924
2016-09-04,0.04788
2016-09-05,0.04856
2016-09-06,0.15013
2016-09-07,0.0339
2016-09-08,0.12971
2016-09-09,0.026459999999999997
2016-09-10,0.01665
2016-09-11,0.07474
2016-09-12,0.011770000000000001
2016-09-13,0.02394
2016-09-14,0.00703
2016-09-15,0.010169999999999998
2016-09-16,0.01053
2016-09-23,0.00868
2016-09-24,0.04521
2016-09-25,0.12519
2016-09-26,0.00554
2016-09-27,0.023960000000000002
2017-06-22,0.04017
2017-06-23,0.02553
2017-06-24,0.0064800000000000005
2017-06-25,0.0
2017-06-26,0.0
2017-06-27,0.0
2017-06-28,0.0
2017-06-29,0.0
2017-06-30,0.0
2017-07-01,0.0
2017-07-02,0.0
2017-07-03,0.0
2017-07-04,0.0
2017-07-05,0.0
2017-07-06,0.35015999999999997
2017-07-07,0.0
2017-07-08,0.0
2017-07-09,0.0
2017-07-10,0.0
2017-07-11,0.0
2017-07-12,0.0
2017-07-13,0.0
2017-07-14,0.0
2017-12-19,0.0
2018-01-06,0.0
2018-01-26,0.0
2018-03-04,0.0
2018-03-07,0.0
2018-03-25,0.0
2018-06-08,0.0
2018-06-15,0.0
2018-06-25,0.0
2018-07-11,0.0
2018-07-15,0.0
2018-08-10,0.0
2018-08-17,0.0
2018-08-24,0.0
2021-01-28,0.36465
2021-02-05,0.32586
2021-02-11,0.38443
2021-02-17,0.43705
2021-02-25,1.0238800000000001
2021-03-03,1.8190300000000001
2021-03-10,4.10058
2021-03-19,7.33573
2021-03-25,3.8888
2021-03-30,3.00232
2021-04-07,1.20797
2021-04-14,8.70202
2021-05-17,1.25943
2021-05-28,0.0
2021-06-04,0.0
2021-06-11,0.0
2021-06-18,0.0060999999999999995
2021-06-24,0.5042599999999999
2021-07-02,0.0
2021-07-09,0.12194999999999999
2021-07-15,0.0
2021-07-23,0.0
2021-07-30,0.0
2021-07-31,0.0
2021-08-06,0.0
