date,sodium
YYYY-MM-DD,ppb
2020-05-22,2570.5548
2020-05-29,3723.53881
2020-06-12,4863.879370000001
2020-06-19,4728.40053
2020-06-26,3749.4703
2020-07-02,3231.80183
2020-07-10,2801.88066
2020-07-17,2648.7008100000003
2020-07-23,2483.09547
2020-07-30,2411.89496
2020-08-07,2463.11011
2020-08-14,2498.8697700000002
2020-08-20,2445.9814499999998
2020-08-27,2587.40052
2020-09-03,2718.0143099999996
2020-09-11,2725.8005300000004
2020-09-18,2688.51585
2020-09-24,2716.91577
2020-10-01,2687.32227
2020-10-16,2707.08318
2020-10-23,2874.5995599999997
2020-11-06,2865.9892600000003
2021-01-21,3051.73773
2021-02-17,3157.1255300000003
2021-03-10,4021.55551
2021-04-14,2868.54441
2021-05-19,2958.57916
2021-05-28,3663.29726
2021-06-04,4191.69874
2021-06-11,4256.27264
2021-06-24,3323.53766
2021-07-09,2777.2942599999997
2021-07-15,2875.80443
2021-07-23,3216.969
2021-07-30,2761.76305
2021-08-06,2762.1190699999997
2021-08-13,2908.96637
2021-08-27,2641.9843465000004
2021-09-03,2653.1397822000004
2021-10-01,2974.0842561
2021-10-07,2831.865481
2021-10-22,2671.1402503
2021-11-03,2773.351869
2021-11-11,2656.8562262
