date,calcium
YYYY-MM-DD,ppb
2020-06-02,63087.64282
2020-06-16,62780.09061
2020-06-30,62828.983609999996
2020-07-14,63006.06265000001
2020-07-21,63722.57152
2020-07-29,62533.758740000005
2020-08-04,61309.49945
2020-08-12,61476.68561
2020-08-19,63188.452639999996
2020-08-24,62184.936100000006
2020-09-01,62414.9623
2020-09-10,62321.927939999994
2020-09-14,61120.869529999996
2020-09-23,64387.09135
2020-09-29,61594.25534
2020-10-05,61835.50796
2020-10-13,61190.22525
2020-10-20,61127.94597
2020-10-28,61233.50193
2020-11-03,62596.684720000005
2020-11-10,61018.74936
2020-11-19,56071.816049999994
2020-12-03,57154.96136
2021-01-06,55473.34413
2021-02-19,59419.46375
2021-03-09,59467.49056
2021-04-05,57284.41517
2021-04-28,58933.02329
2021-05-04,60488.333679999996
2021-05-13,61221.42752
2021-05-18,62121.52708
2021-05-27,62778.1149
2021-06-02,61665.65394999999
2021-06-08,69821.64152
2021-06-10,58851.086910000005
2021-06-16,61953.3325
2021-06-22,55124.2888
2021-07-01,62245.88884
2021-07-07,66867.98061
2021-07-16,59236.4726936
2021-07-20,59201.0356166
2021-07-27,59132.2124851
2021-08-04,57740.861330199994
2021-08-10,57872.6679623
2021-08-17,56425.026736299995
2021-08-24,56341.5129131
2021-08-31,54977.3190168
2021-09-08,57089.3738398
2021-09-27,58000.886056899995
2021-10-04,53493.3950835
2021-10-15,56136.93161
2021-10-20,56298.14018
2021-10-28,56655.93923
2021-11-04,55217.63075
2021-11-08,57168.351030000005
2021-12-01,55840.29981
