date,zirconium
YYYY-MM-DD,ppb
2016-10-15,0.045989999999999996
2016-10-19,0.0416
2016-10-27,0.10657
2016-11-03,0.06185
2016-11-12,0.04906
2016-11-23,0.0
2016-12-19,0.0
2017-03-19,0.13493
2017-04-11,0.13229
2017-04-12,0.12613
2017-05-14,0.12983
2017-05-30,0.16160000000000002
2017-06-01,0.1215
2017-06-15,0.17456
2017-06-30,0.17112
2017-07-13,0.12057
2017-07-30,0.1912
2017-08-25,0.11846000000000001
2017-09-13,0.5295099999999999
2017-09-27,0.14298
2017-10-14,0.11985000000000001
2017-10-23,0.10654
2017-10-29,0.63039
2017-11-03,0.09589
2017-11-16,0.0992
2017-12-19,0.10277
2018-01-05,0.09514
2018-01-25,0.09575
2018-03-03,0.052890000000000006
2018-03-17,0.04365
2018-05-07,0.05034
2018-05-25,0.07586999999999999
2018-06-03,0.06214
2018-06-15,0.0422
2018-06-25,0.029359999999999997
2018-07-11,0.02968
2018-07-15,0.035109999999999995
2018-08-10,0.03068
2018-08-17,0.03189
2018-08-24,0.06579
