date,sodium
YYYY-MM-DD,ppb
2016-08-05,41186.73796
2016-08-12,17281.083160000002
2016-08-19,79051.49747999999
2016-08-26,213170.82019
2016-09-02,191124.16138
2016-09-09,227264.54786
2016-09-16,243342.74034
2016-10-01,234510.55551
2016-10-12,246788.45518999998
2016-10-19,211604.79846999998
2016-10-27,237742.3435
2016-11-03,239434.11454
2016-11-12,240433.68449
2017-06-16,265141.72807
2017-08-04,269200.65442
2017-08-25,265741.09368
2017-09-27,261450.01542999997
2017-10-05,235470.91264
2017-10-12,235854.28102000002
2017-10-13,237877.76645000002
2017-10-24,230496.00899
2017-11-03,234707.91426
2017-11-15,236807.99123
2018-05-25,252029.01039
2018-06-09,244201.74751
2018-06-15,239012.24026
2018-06-25,244458.97302
2018-07-11,271472.21977
2018-07-16,248020.53901
2018-08-24,255784.90538999997
2018-08-27,245061.56281
2019-06-23,26287.91733
2019-06-27,24081.9643
2019-07-05,25219.81506
2019-07-14,175238.95476999998
2019-07-19,114910.70366
2019-07-26,99541.02049
2019-08-02,38104.81983
2019-08-09,42699.78564
2019-08-16,189109.26422
2019-08-23,225409.49431
2019-08-30,69760.42442
2019-09-06,228056.84198
2019-09-20,224934.65664
2019-09-27,141975.74014
2019-10-04,152730.51955
2020-03-01,244585.66047
2020-04-01,245463.50037
2020-04-28,243811.36843
2020-05-22,248656.23626
2020-05-29,244979.29651999997
2020-06-08,239367.78743
2020-06-12,242520.13545
2020-06-19,167988.70075
2020-06-26,247769.80939
2020-07-02,243365.15512
2020-07-10,240624.27727
2020-07-17,268216.80697
2020-07-23,249377.40161
2020-07-30,249143.68339000002
2020-08-07,253389.12337999998
2020-08-14,244786.82948000001
2020-08-20,249189.31904
2020-08-27,250555.67637
2020-09-03,248222.80122
2020-09-11,244974.62761999998
2020-09-18,250333.34751999998
2020-09-24,281316.92042
2020-10-01,259334.65989
2020-10-08,249966.87165
2020-10-16,266717.67704000004
2020-10-23,255938.86792000002
2020-11-06,253903.27894
2021-01-21,249660.53676
2021-02-17,242233.4487
2021-03-10,248091.18967999998
2021-04-14,249006.0358
2021-05-19,241183.1483
2021-05-28,251102.195
2021-06-04,247192.8854
2021-06-11,239024.40682
2021-06-24,240179.78458
2021-07-09,248016.41803
2021-07-15,240853.18292
2021-07-23,245721.48962
2021-07-30,239563.30209
2021-08-06,247566.13746
2021-08-13,233565.74021420002
2021-08-19,238935.5095675
2021-08-27,234610.93586579998
2021-09-03,239586.43077600002
2021-10-01,239740.44815389998
2021-10-07,236917.24055030002
2021-10-22,244264.924226
2021-11-03,240615.6750931
2021-11-11,233438.3231793
2021-12-20,229855.03363299998
