date,aluminum
YYYY-MM-DD,ppb
2019-04-27,9.62048
2019-05-11,11.54021
2019-05-19,17.23214
2019-05-24,31.453090000000003
2019-06-03,3.55294
2019-06-18,30.105819999999998
2019-07-01,18.98636
2019-07-09,20.15251
2019-07-16,22.464650000000002
2019-08-13,22.72499
2019-09-05,5.18783
2019-10-02,28.89403
2020-04-21,22.32072
2020-05-13,2.31741
2020-05-28,10.578289999999999
2020-06-10,79.91901999999999
2020-06-24,4.39534
2020-07-08,28.15942
2020-08-03,3.02234
2020-08-26,0.0
2020-09-29,4.4342
2021-05-10,41.04076
2021-05-24,20.04248
2021-06-17,42.183535
2021-06-30,163.33606989999998
2021-07-22,116.04730610000001
2021-08-20,61.716669700000004
2021-09-30,15.0662305
