date,europium
YYYY-MM-DD,ppb
2020-05-22,0.00135
2020-05-29,0.0041199999999999995
2020-06-12,0.00397
2020-06-19,0.0027999999999999995
2020-06-26,0.0051400000000000005
2020-07-02,0.0016899999999999999
2020-07-10,0.00184
2020-07-17,0.0055000000000000005
2020-07-23,0.00082
2020-07-30,0.0056099999999999995
2020-08-07,0.00193
2020-08-14,0.0
2020-08-20,0.00689
2020-08-27,0.01361
2020-09-03,0.00446
2020-09-11,0.00679
2020-09-18,0.00216
2020-09-24,0.009389999999999999
2020-10-01,0.00805
2020-10-16,0.00098
2020-10-23,0.00211
2020-11-06,0.0009699999999999999
2021-01-21,0.0
2021-02-17,0.0
2021-03-10,0.0020499999999999997
2021-04-14,0.00172
2021-05-19,0.00324
2021-05-28,0.0
2021-06-04,0.00319
2021-06-11,0.0034200000000000003
2021-06-24,0.00114
2021-07-09,0.00928
2021-07-15,0.00462
2021-07-23,0.03271
2021-07-30,0.0035399999999999997
2021-08-06,0.00472
2021-08-13,0.0010582
2021-08-27,0.00040639999999999996
2021-09-03,0.0005038
2021-10-01,0.0015472
2021-10-07,0.0005109
2021-10-22,0.0020235
2021-11-03,0.0045807
2021-11-11,0.0058657
