date,manganese
YYYY-MM-DD,ppb
2014-12-07,0.77864
2015-02-07,0.62658
2015-02-19,0.8695999999999999
2015-03-16,0.82285
2015-04-19,0.9092
2015-05-02,0.14714
2015-05-11,0.18247
2015-05-24,0.12875
2015-06-02,0.2676
2015-06-18,0.24417
2015-07-02,0.22857
2015-07-15,0.09717999999999999
2015-08-02,0.7946599999999999
2015-08-09,1.19503
2015-10-04,0.10241
2015-10-13,0.12401999999999999
2015-10-26,0.08718000000000001
2015-11-09,0.07819
2015-11-23,0.10394
2015-12-09,0.13921
2015-12-30,0.14179
2016-01-08,0.06659
2016-01-18,0.05779
2016-01-28,0.07794999999999999
2016-02-12,0.10845
2016-02-21,0.31603
2016-03-09,0.21512
2016-03-24,0.08184999999999999
2016-03-31,0.09219
2016-04-08,23.745340000000002
2016-04-21,1.00035
2016-05-02,0.9723866504
2016-05-12,1.059838945
2016-05-20,1.6478568084000003
2016-05-27,0.8266493807999999
2016-06-04,1.5371758336
2016-06-11,1.183749025
2016-06-17,0.9760099999999999
2016-06-27,0.82064
2016-07-08,1.2446
2016-07-15,0.68901
2016-07-22,0.77681
2016-07-29,0.7274799999999999
2016-08-05,0.88132
2016-08-12,6.67344
2016-08-19,1.10295
2016-08-26,2.50784
2016-08-27,1.5099799999999999
2016-09-02,2.95381
2016-09-09,1.2180199999999999
2016-09-16,0.99537
2016-09-23,10.45928
2016-09-30,0.94344
2016-10-12,0.88885
2016-10-19,0.85964
2016-10-27,0.63486
2016-11-03,3.63164
2016-11-12,0.62418
2016-11-23,0.89821
2016-12-04,0.6574199999999999
2016-12-19,0.64556
2017-02-01,40.11265
2017-03-19,0.7376499999999999
2017-04-12,0.8249099999999999
2017-04-30,0.80817
2017-05-11,0.87657
2017-05-30,1.2281
2017-06-15,0.76691
2017-06-24,1.9897500000000001
2017-06-30,0.95258
2017-07-13,0.8227800000000001
2017-07-30,0.70099
2017-08-25,0.86993
2017-09-14,2.36448
2017-09-27,1.11694
2017-10-14,1.6979199999999999
2017-10-23,0.7447900000000001
2017-11-03,0.42493000000000003
2017-11-16,12.216990000000001
2017-12-19,0.46538
2018-01-06,0.32356999999999997
2018-01-26,0.39511999999999997
2018-03-03,0.28553
2018-03-04,0.02019
2018-03-17,0.34408
2018-05-07,0.9306599999999999
2018-05-25,0.74468
2018-06-08,0.93787
2018-06-15,0.52557
2018-06-25,0.56336
2018-07-11,0.52278
2018-07-15,0.59129
2018-08-10,0.43003
2018-08-17,0.44439
2018-08-24,0.69922
2018-09-07,0.73724
2018-09-14,0.54553
2018-09-21,1.6004099999999999
2018-10-05,1.4055300000000002
2018-10-12,1.8379100000000002
2018-10-18,0.7488499999999999
2018-10-25,0.7565
2018-11-02,0.56223
2018-11-10,0.9658
2018-11-17,0.73993
2019-03-18,0.47050000000000003
2019-03-30,0.81904
2019-04-18,0.76588
2019-05-02,0.87994
2019-05-08,0.9357
2019-05-31,0.24742
2019-06-05,1.33937
2019-06-11,1.12829
2019-06-21,1.02016
2019-06-27,1.02382
2019-07-05,0.70287
2019-07-14,0.7811800000000001
2019-07-19,1.7622499999999999
2019-07-26,1.0420699999999998
