date,europium
YYYY-MM-DD,ppb
2017-02-08,0.00346
2017-02-28,0.0007899999999999999
2017-03-01,0.00971
2017-03-24,0.00031
2017-03-26,0.00115
2018-02-28,0.01533
2018-03-02,0.006189999999999999
2018-03-05,0.00228
2018-03-15,0.01007
2018-03-16,0.0007899999999999999
2018-03-19,0.00327
2018-03-23,0.00296
2018-03-24,0.0015400000000000001
2018-04-06,0.0043300000000000005
2018-04-07,0.0016200000000000001
2018-04-08,0.00137
2018-04-09,0.00297
2018-04-21,0.0025599999999999998
2018-05-03,0.00283
2018-06-17,0.0024600000000000004
2018-06-18,0.0008100000000000001
2018-07-08,0.00471
2018-07-09,0.00346
2018-07-11,0.02342
2019-06-19,0.02176
2019-07-01,0.02564
2019-07-26,0.0229
2019-07-27,0.05446
2019-07-28,0.01881
2019-07-31,0.01583
2019-08-05,0.014270000000000001
2020-02-05,0.0013933333333333332
