date,cesium
YYYY-MM-DD,ppb
2014-12-07,0.00875
2015-01-24,0.00807
2015-02-07,0.00784
2015-03-16,0.0054
2015-04-19,0.00726
2015-05-11,0.023
2015-05-24,0.0342
2015-06-02,0.02888
2015-06-18,0.24806
2015-07-02,0.03134
2015-07-15,0.17651
2015-08-02,0.00992
2015-08-09,0.00883
2015-10-04,0.19307000000000002
2015-10-13,0.20518000000000003
2015-10-26,0.19222
2015-11-09,0.20166
2015-11-23,0.18564
2015-12-09,0.15297
2015-12-30,0.1991
2016-01-08,0.15397
2016-01-18,0.16303
2016-01-28,0.15607
2016-02-12,0.14949
2016-02-21,0.15882000000000002
2016-03-09,0.17167000000000002
2016-03-24,0.14826
2016-03-31,0.16761
2016-04-08,0.00503
2016-04-21,0.00523
2016-05-02,0.001874255
2016-05-12,0.0047836899000000006
2016-05-20,0.0112427273
2016-05-27,0.01087284
2016-06-04,0.0127882755
2016-06-11,0.010293055600000002
2016-06-17,0.0041800000000000006
2016-06-27,0.005509999999999999
2016-07-08,0.00615
2016-07-15,0.00949
2016-07-22,0.01176
2016-07-29,0.00985
2016-08-05,0.00787
2016-08-12,0.0059900000000000005
2016-08-19,0.00822
2016-08-26,0.00793
2016-09-02,0.0069099999999999995
2016-09-09,0.00765
2016-09-16,0.00716
2016-09-23,0.05062
2016-09-30,0.00544
2016-10-12,0.00724
2016-10-19,0.0033
2016-10-27,0.00459
2016-11-03,0.0058200000000000005
2016-11-12,0.00519
2016-11-23,0.00126
2016-12-04,0.00386
2017-04-12,0.04378
2017-04-30,0.12437999999999999
2017-05-14,0.28735
2017-05-30,0.55335
2017-06-15,0.09594
2017-06-30,0.11336
2017-07-30,0.06902
2017-08-25,0.07297
2017-09-14,0.07255
2017-09-27,0.0693
2017-10-14,0.05725
2017-10-23,0.05357
2017-11-16,0.050289999999999994
2018-03-03,0.02286
2018-05-07,0.00523
2018-05-25,0.00624
2018-06-08,0.00893
2018-06-15,0.007690000000000001
2018-06-25,0.00707
2018-07-09,0.00713
2018-07-15,0.00842
2018-08-10,0.0052899999999999996
2018-08-17,0.00581
2018-08-24,0.0053100000000000005
2018-09-07,0.00459
2018-09-14,0.00755
2018-09-21,0.00504
2018-09-28,0.0077800000000000005
