date,thorium
YYYY-MM-DD,ppb
2014-12-07,0.00212
2015-01-24,0.00145
2015-02-07,0.0016
2015-02-19,0.00383
2015-03-16,0.00142
2015-04-19,0.0029500000000000004
2015-05-02,0.07418
2015-05-11,0.00449
2015-05-24,0.0
2015-06-02,0.00498
2015-06-18,0.024480000000000002
2015-07-02,0.00129
2015-07-15,0.00345
2015-08-02,0.0007700000000000001
2015-08-09,0.0013
2015-10-04,0.06117
2015-10-13,0.00071
2015-10-26,0.005370000000000001
2015-11-09,0.00115
2015-11-23,0.00244
2015-12-09,0.00147
2015-12-30,0.0017000000000000001
2016-01-08,0.00017
2016-01-18,0.06284
2016-01-28,0.00351
2016-02-12,0.00182
2016-02-21,0.00753
2016-03-09,0.00184
2016-03-24,0.06442
2016-03-31,0.00253
2016-04-08,0.00113
2016-04-21,0.0035
2016-05-02,0.076576996
2016-05-12,0.0
2016-05-20,0.0
2016-05-27,0.0
2016-06-04,0.0
2016-06-11,0.0053606608
2016-06-17,0.09687
2016-06-27,0.0
2016-07-08,0.00809
2016-07-15,0.00218
2016-07-22,0.00204
2016-07-29,0.00138
2016-08-05,0.00346
2016-08-12,0.00263
2016-08-19,0.041729999999999996
2016-08-26,0.00264
2016-09-02,0.00108
2016-09-09,0.0
2016-09-16,0.00184
2016-09-23,0.00134
2016-09-30,0.00082
2016-10-12,0.02649
2016-10-19,0.0
2016-10-27,0.00475
2016-11-03,0.0
2016-11-12,0.00036
2016-11-23,0.0
2016-12-04,0.023739999999999997
2016-12-19,0.00175
2017-03-19,0.00104
2017-04-12,0.0
2017-04-30,0.0
2017-05-14,0.05906
2017-05-30,0.0
2017-06-15,0.0
2017-06-30,0.00594
2017-07-13,0.0
2017-07-30,0.0
2017-08-25,0.0
2017-09-14,0.007209999999999999
2017-09-27,0.0007499999999999999
2017-10-14,0.00565
2017-10-23,0.0
2017-11-03,0.0072900000000000005
2017-11-16,6e-05
2017-12-19,0.0
2018-01-05,0.0
2018-01-25,0.0
2018-03-03,0.0
2018-03-17,0.0
2018-05-07,0.0
2018-05-25,0.0
2018-06-08,0.0
2018-06-15,0.0
2018-06-25,0.0
2018-07-09,0.0
2018-07-15,0.0
2018-08-10,0.0
2018-08-17,0.00379
2018-08-24,0.00339
2018-09-07,0.0
2018-09-14,0.0
2018-09-21,0.0
2018-09-28,0.0
