date,boron
YYYY-MM-DD,ppb
2014-12-07,1.04572
2015-01-24,1.86911
2015-02-07,1.41723
2015-02-19,3.79041
2015-03-16,1.24295
2015-04-19,1.13256
2015-05-02,1020.7169399999999
2015-05-11,957.22414
2015-05-24,978.23825
2015-06-02,1091.46582
2015-06-18,296.34889999999996
2015-07-02,1172.80536
2015-07-15,162.83001
2015-08-02,0.40043
2015-08-09,0.49123
2015-10-04,331.78769
2015-10-13,392.68284
2015-10-26,358.10321
2015-11-09,349.40406
2015-11-23,166.7258
2015-12-09,199.73889
2015-12-30,183.4019
2016-01-08,142.32494
2016-01-18,164.95996000000002
2016-01-28,170.46289000000002
2016-02-12,153.01555000000002
2016-02-21,235.98423
2016-03-09,154.81172
2016-03-24,205.29949
2016-03-31,163.40655
2016-04-08,1.3378599999999998
2016-04-21,0.53535
2016-05-02,1.8516952468
2016-05-12,2.1054228104000003
2016-05-20,0.8427546666
2016-05-27,2.0787492288
2016-06-04,1.6891791862
2016-06-11,1.505691704
2016-06-17,2.31679
2016-06-27,1.06836
2016-07-08,1.83654
2016-07-15,1.48663
2016-07-22,1.18838
2016-07-29,1.55754
2016-08-05,0.22952
2016-08-12,2.5311
2016-08-19,1.7274800000000001
2016-08-26,1.40165
2016-09-02,1.02084
2016-09-09,0.0
2016-09-16,1.1300000000000001
2016-09-23,0.82589
2016-09-30,0.71697
2016-10-12,0.0
2016-10-19,0.0
2016-10-27,1.41435
2016-11-03,0.34166
2016-11-12,3.13302
2016-11-23,0.87208
2016-12-04,0.59502
2016-12-19,0.2233
2017-03-19,1.6553
2017-04-12,0.77725
2017-04-30,0.68794
2017-05-14,1.23095
2017-05-30,0.29312
2017-06-15,0.22745
2017-06-30,0.92811
2017-07-13,0.27737999999999996
2017-07-30,0.45389999999999997
2017-08-25,0.50639
2017-09-14,0.57472
2017-09-27,0.0
2017-10-14,0.0
2017-10-23,0.0
2017-11-03,0.0
2017-11-16,0.0
2017-12-19,0.0
2018-01-05,0.0
2018-01-25,0.0
2018-03-03,3.3171
2018-03-17,2.0895900000000003
2018-05-07,1.99242
2018-05-25,1.54393
2018-06-08,3.00187
2018-06-15,1.057
2018-06-25,2.2028
2018-07-09,0.58525
2018-07-15,2.67615
2018-08-10,0.12489
2018-08-17,0.64639
2018-08-24,0.0
2018-09-07,3.39969
2018-09-14,2.91213
2018-09-21,2.44625
2018-09-28,6.09114
