date,strontium
YYYY-MM-DD,ppb
2019-05-30,111.41697
2019-06-12,108.39257
2019-06-19,107.52853999999999
2019-06-29,108.37626999999999
2019-07-15,105.93435
2019-07-18,95.02006
2019-07-24,118.60382
2019-07-30,104.90657
2019-08-06,102.99931000000001
2019-08-14,104.18599999999999
2019-08-21,103.76353
2020-01-15,109.05704
2020-02-08,104.84357
2020-02-18,162.04996999999997
2020-03-05,104.8292
2020-03-18,104.96749
2020-03-30,108.26658
2020-08-30,115.72767
2020-09-10,113.98477
2020-09-18,112.99797
2020-09-28,112.11214
2020-10-06,115.24888000000001
2020-10-16,112.02255
2020-10-23,112.19461000000001
2020-10-30,113.15390000000001
2020-11-06,110.73501999999999
2020-11-14,113.1384
