date,rubidium
YYYY-MM-DD,ppb
2017-02-08,0.03672
2017-02-28,0.039509999999999997
2017-03-01,0.62203
2017-03-24,0.06822
2017-03-26,0.14763
2018-02-28,1.90383
2018-03-02,0.96188
2018-03-05,0.25305
2018-03-15,0.44614
2018-03-16,0.058609999999999995
2018-03-19,0.7228
2018-03-23,0.0723
2018-03-24,0.0754
2018-04-06,0.21045000000000003
2018-04-07,0.03583
2018-04-08,0.0383
2018-04-09,0.09556999999999999
2018-04-21,0.09747
2018-05-03,0.22574
2018-06-17,0.11707999999999999
2018-06-18,0.061770000000000005
2018-07-08,0.8462000000000001
2018-07-09,0.11762
2018-07-11,0.40658
2019-06-19,0.12576
2019-07-01,0.93982
2019-07-26,0.30229
2019-07-27,0.69658
2019-07-28,0.15749
2019-07-31,0.13784
2019-08-05,0.07186
2020-02-05,0.040304
