date,phosphorus
YYYY-MM-DD,ppb
2019-05-30,747.77451
2019-06-12,579.01502
2019-06-19,567.20272
2019-06-29,555.48384
2019-07-15,515.94646
2019-07-18,572.2225999999999
2019-07-24,543.59255
2019-07-30,503.52221999999995
2019-08-06,503.36976
2019-08-14,491.36908
2019-08-21,498.79343
2020-01-15,619.97362
2020-02-08,582.45187
2020-02-18,632.85973
2020-03-05,577.25058
2020-03-18,568.81298
2020-03-30,585.42241
2020-08-30,637.1884
2020-09-10,594.2384500000001
2020-09-18,608.42236
2020-09-28,602.0590900000001
2020-10-06,637.785
2020-10-16,618.29833
2020-10-23,629.1681900000001
2020-10-30,625.72202
2020-11-06,584.6948399999999
2020-11-14,613.26092
