date,tin
YYYY-MM-DD,ppb
2017-07-10,0.01533
2017-08-02,0.12012999999999999
2017-08-16,0.04639
2017-10-30,0.035660000000000004
2019-10-07,0.12048
2020-05-26,0.06872
2020-10-09,0.0
2021-05-25,0.16131
2021-07-28,0.0
2021-10-05,0.0
