date,aluminum
YYYY-MM-DD,ppb
2014-12-12,28.26226
2015-01-24,15.98573
2015-02-07,18.95803
2015-02-19,21.17965
2015-03-16,13.768849999999999
2015-04-19,19.32815
2015-05-11,44.279830000000004
2015-05-24,38.52162
2015-06-02,35.67979
2015-06-18,152.82762
2015-07-02,39.94742
2015-07-15,119.88277
2015-08-02,16.693659999999998
2015-08-09,9.25068
2015-10-04,131.95005
2015-10-13,126.23953999999999
2015-10-26,123.93241
2015-11-09,160.52572999999998
2015-12-09,149.09769
2016-01-08,153.7036
2016-01-28,146.84628
2016-02-12,158.64532
2016-02-21,154.09689
2016-03-09,135.96048
2016-03-24,135.61739
2016-03-31,143.01218
2016-04-08,160.55481
2016-04-21,31.97439
2016-05-02,9.463773753
2016-05-20,16.196515984
2016-05-27,12.188231737
2016-06-04,14.371490399999999
2016-06-11,11.229582583800001
2016-06-17,18.59556
2016-06-27,16.77862
2016-07-08,22.61357
2016-07-15,13.905069999999998
2016-07-22,26.68832
2016-07-29,37.86081
2016-08-05,17.636670000000002
2016-08-12,40.38444
2016-08-19,22.486259999999998
2016-08-26,12.221359999999999
2016-09-02,14.23953
2016-09-09,16.06982
2016-09-16,19.77511
2016-09-23,15.90811
2016-09-30,13.1062
2016-10-12,10.654140000000002
2016-10-19,11.379669999999999
2016-10-27,10.150179999999999
2016-11-03,9.76539
2016-11-12,6.19789
2016-11-23,14.10785
2016-12-04,21.41001
2017-03-19,11.35935
2017-04-12,13.36627
2017-04-30,97.06436
2017-05-14,95.42868
2017-05-30,15.85148
2017-06-15,14.581090000000001
2017-06-30,14.541129999999999
2017-07-13,25.952160000000003
2017-07-30,17.75173
2017-08-25,16.27279
2017-09-14,43.73849
2017-09-27,20.229119999999998
2017-10-14,11.85071
2017-10-23,13.756310000000001
2017-11-03,10.86402
2017-11-16,9.38268
2017-12-19,24.89701
2018-01-05,32.37873
2018-01-25,24.91175
2018-03-03,16.36884
2018-03-25,20.82834
2018-06-08,18.03332
2018-06-15,15.297970000000001
2018-06-25,15.856010000000001
2018-07-09,16.15899
2018-07-15,15.68705
2018-08-10,16.628320000000002
2018-08-17,23.12204
2018-08-24,13.200590000000002
2019-02-27,17.99021
2019-03-30,16.38521
2019-04-18,32.31663
2019-05-08,21.90083
2019-06-05,13.283750000000001
2019-06-11,13.727879999999999
2019-06-21,10.67288
2019-06-27,13.916070000000001
2019-07-05,12.41595
2019-07-14,15.20802
2019-07-19,20.639490000000002
2019-07-26,13.21349
2019-08-02,13.33285
2019-08-09,22.723110000000002
2019-08-16,21.359270000000002
2019-08-23,288.90074
2019-08-30,1518.41327
2019-09-06,1501.9813199999999
2019-09-13,25.27737
2019-09-20,23.552339999999997
2019-09-27,22.42403
2019-10-04,26.883650000000003
2019-10-11,28.334329999999998
2019-10-19,41.61224
2020-02-11,29.423029999999997
2020-02-20,29.59712
2020-03-11,40.81143
2020-04-03,28.156940000000002
2020-04-09,26.832150000000002
2020-04-14,29.00817
2020-04-24,29.7877
2020-05-22,30.7474
2020-05-29,30.885379999999998
2020-06-05,32.61124
2020-06-12,31.03116
2020-06-19,38.30147
2020-06-26,40.176230000000004
2020-07-02,621.9774600000001
2020-07-10,37.803399999999996
2020-07-17,30.33897
2020-07-23,28.83231
2020-07-30,31.46055
2020-08-07,30.41045
2020-08-14,29.81456
2020-08-20,31.06297
2020-08-27,32.95194
2020-09-03,55.75919
2020-09-11,32.74507
2020-09-18,26.08193
2020-09-24,39.8827
2020-10-01,31.396389999999997
2020-10-08,26.10903
2020-10-16,27.96243
2020-10-23,39.9525
2020-10-27,29.25358
2020-11-06,29.05838
2020-11-13,29.23413
2020-12-04,32.37013
2021-01-08,29.34816
2021-01-15,28.18733
2021-01-28,23.311169999999997
2021-02-11,25.10133
2021-03-03,48.904360000000004
2021-03-19,22.33209
2021-03-25,37.56263
2021-04-07,12.17319
2021-05-17,13.59698
2021-05-28,14.35289
2021-06-04,24.76579
2021-06-11,186.55842
2021-06-18,40.85909
2021-06-24,125.49298999999999
2021-07-02,148.215
2021-07-09,21.133039999999998
2021-07-15,143.04117
2021-07-23,67.3043
2021-07-30,15.71463
2021-07-31,25.905209999999997
2021-08-06,17.27148
2021-08-13,35.6338677
2021-08-19,30.0235938
2021-08-27,24.0364772
2021-09-03,28.610234900000002
2021-10-01,22.551043200000002
2021-10-07,64.0041379
2021-10-15,20.481760100000002
2021-10-22,24.4535619
2021-10-27,97.05194309999999
2021-11-03,43.693810500000005
2021-11-11,64.6986988
