date,boron
YYYY-MM-DD,ppb
2019-05-11,4.0608699999999995
2019-05-19,10.83268
2019-05-24,18.02567
2019-06-03,11.75168
2019-06-18,13.850629999999999
2019-07-01,16.40033
2019-07-09,20.591949999999997
2019-07-16,19.36526
2019-08-13,17.319119999999998
2019-09-05,26.45798
2020-04-21,22.694770000000002
2020-05-13,8.9663
2020-05-28,17.21425
2020-06-10,7.93879
2020-06-24,13.291699999999999
2020-07-08,19.779580000000003
2020-08-03,20.13805
2020-08-26,23.86675
2020-09-29,23.569390000000002
2020-11-03,10.6867
2021-05-10,8.23629
2021-05-24,6.9875
2021-06-17,8.8672982
2021-06-30,11.736428199999999
2021-07-22,12.5160618
2021-08-20,13.4742779
2021-09-30,14.7886794
