date,lithium
YYYY-MM-DD,ppb
2015-06-30,38.5826116665
2015-07-07,38.407137604
2015-07-14,38.7103382574
2015-07-21,38.6652990838
2015-07-28,38.6970762204
2015-08-04,40.6180084128
2015-08-11,38.8897116782
2015-08-18,12.7478183092
2015-08-26,22.031229487
2016-02-23,45.60822
2016-02-29,43.02363
2016-06-29,44.42339
2016-08-03,44.570769999999996
2016-08-10,45.82544
2016-08-17,45.124649999999995
2016-08-23,43.932399999999994
2016-08-23,44.5501
2016-08-23,43.96739
2016-08-24,44.597680000000004
2016-08-31,44.33852
2016-09-07,20.92546
2016-09-14,9.73463
2016-09-21,15.261709999999999
2016-09-28,43.49673
2016-10-11,7.05737
2016-10-19,44.23447
2016-10-26,43.86329
2016-11-02,43.37131
2016-11-09,43.5489
2016-11-16,43.4915
2016-11-22,42.68136
2016-11-29,16.47833
2016-12-06,42.113620000000004
2016-12-13,42.03
2016-12-20,42.66116
2016-12-27,42.03001999999999
2017-01-03,42.18312
2017-01-10,41.53258
2017-01-17,42.128699999999995
2017-01-24,42.816739999999996
2017-01-31,42.329429999999995
2017-02-07,43.88261
2017-02-14,44.16627
2017-02-21,43.973760000000006
2017-02-28,43.93362
2017-03-07,44.08744
2017-03-14,43.90157000000001
2017-03-21,43.562979999999996
2017-03-28,42.72972
2017-04-04,43.60084
2017-04-11,43.60007
2017-04-18,43.98189000000001
2017-04-25,43.594660000000005
2017-05-02,43.50421
2017-05-09,43.57024
2017-05-16,43.92733
2017-05-23,44.5934
2017-05-30,44.23225000000001
2017-06-14,43.41739
2017-06-20,42.78288
2017-06-29,43.01848
2017-07-05,44.31431
2017-07-12,43.449220000000004
2017-07-18,43.10884
2017-07-25,42.73183
2017-08-03,42.839600000000004
2017-08-09,43.31321
2017-08-16,42.72714
2017-08-23,42.80587
2017-08-29,42.96968
2017-09-03,42.94643
2017-09-13,43.11239
2017-09-20,42.53187
2017-09-27,42.8476
2017-10-05,42.81111
2017-10-10,42.61038
2017-10-17,42.53674
2017-10-24,31.67484
2017-10-31,42.55541
2017-11-07,41.924400000000006
2017-11-14,42.5628
2017-11-21,42.70108999999999
2017-11-28,42.88695
2017-12-03,43.23721
2017-12-12,42.764889999999994
2017-12-19,42.956709999999994
2017-12-26,42.98743
2018-01-02,42.231820000000006
2018-01-09,42.76695
2018-01-16,42.60024
2018-01-23,38.50663
2018-01-30,38.43267
2018-02-06,38.39382
2018-02-13,38.57537
2018-02-20,38.430170000000004
2018-02-27,37.97687
2018-03-06,38.31166
2018-03-13,38.17198
2018-07-16,44.72757
2018-07-23,45.994200000000006
2018-09-04,42.90839
2018-09-10,50.81398
2018-09-17,43.43979
2018-09-24,42.97677
2018-10-01,43.50533
2018-10-29,43.12425
2019-05-07,42.84389
