date,magnesium
YYYY-MM-DD,ppb
2019-04-27,24496.30053
2019-05-10,20350.90561
2019-05-19,15630.79966
2019-05-24,14965.88523
2019-06-03,13719.99439
2019-06-18,13232.92448
2019-07-01,12939.41701
2019-07-09,13750.52727
2019-07-16,14066.75494
2019-08-15,12560.239249999999
2019-09-05,14825.3276
2019-10-02,11024.836940000001
2020-04-21,16479.63706
2020-05-28,17059.22094
2020-06-10,16633.687420000002
2020-06-24,14886.68723
2020-07-08,14890.807380000002
2020-08-04,15079.34651
2020-08-26,15357.13753
2020-09-29,14510.61944
2020-11-03,14084.95821
2021-05-10,14382.858100000001
2021-05-24,16792.13535
2021-06-17,14503.798012300002
2021-06-30,14662.1911265
2021-07-22,13908.2555796
2021-08-20,14658.307087600002
2021-09-30,15633.4279197
