date,barium
YYYY-MM-DD,ppb
2017-02-08,0.8270500000000001
2017-02-28,0.9424
2017-03-01,21.20252
2017-03-24,1.7519399999999998
2017-03-26,3.02792
2018-02-28,30.83302
2018-03-02,8.53012
2018-03-05,4.3121100000000006
2018-03-15,9.73926
2018-03-16,1.7258799999999999
2018-03-19,2.6933499999999997
2018-03-23,1.8686099999999999
2018-03-24,1.65458
2018-04-06,4.74135
2018-04-07,1.56621
2018-04-08,1.25587
2018-04-09,2.29167
2018-04-21,4.28303
2018-05-03,5.32034
2018-06-17,2.69447
2018-06-18,2.00285
2018-07-08,7.37613
2018-07-09,3.7138500000000003
2018-07-11,57.61221
2019-06-19,85.59298
2019-07-01,85.99337
2019-07-26,77.03375
2019-07-27,195.18343000000002
2019-07-28,68.5505
2019-07-31,63.55676
2019-08-05,60.59594
2020-02-05,1.241081
