date,europium
YYYY-MM-DD,ppb
2019-10-07,0.0067
2020-05-26,0.019659999999999997
2020-10-09,0.00496
2020-10-13,0.0057399999999999994
2020-10-21,0.00835
2020-10-28,0.00503
2020-11-04,0.0024000000000000002
2020-11-11,0.008360000000000001
2020-11-17,0.00861
2020-11-25,0.00126
2020-12-03,0.00972
2020-12-09,0.00626
2020-12-16,0.007429999999999999
2020-12-26,0.00126
2020-12-31,0.00608
2021-01-07,0.013680000000000001
2021-01-14,0.00614
2021-01-21,0.011009999999999999
2021-01-28,0.006189999999999999
2021-02-07,0.00241
2021-02-11,0.0035399999999999997
2021-02-19,0.01104
2021-02-27,0.00993
2021-03-05,0.00491
2021-03-12,0.0024600000000000004
2021-03-19,0.00486
2021-03-26,0.00826
2021-04-03,0.00556
2021-04-09,0.01125
2021-04-16,0.004229999999999999
2021-04-23,0.01857
2021-04-30,0.038310000000000004
2021-05-19,0.01974
2021-05-25,0.01243
2021-05-26,0.022699999999999998
2021-06-02,0.01425
2021-06-09,0.021949399999999997
2021-06-16,0.0147901
2021-06-23,0.012178499999999998
2021-06-30,0.017200399999999998
2021-07-07,0.014386799999999998
2021-07-14,0.0113027
2021-07-21,0.006374100000000001
2021-07-28,0.010740000000000001
2021-08-04,0.0112257
2021-08-11,0.0053943
2021-08-18,0.006788000000000001
2021-09-01,0.0042001
2021-09-08,0.0033364
2021-09-15,0.0034016999999999997
2021-09-22,0.0040543
2021-09-29,0.0050466
2021-10-05,0.00815
2021-10-06,0.0035233
2021-10-13,0.0040482
2021-10-20,0.0047302
2021-10-27,0.0054557
2021-11-03,0.012170799999999999
2021-11-10,0.003970700000000001
2021-11-17,0.0047462
2021-11-24,0.0044214
2021-12-01,0.0046835
2021-12-08,0.0035469
2021-12-16,0.00915
2021-12-23,0.007250899999999999
