date,zirconium
YYYY-MM-DD,ppb
2019-05-30,0.11029
2019-06-12,0.11291999999999999
2019-06-19,0.10618000000000001
2019-06-29,0.10601
2019-07-15,0.47799
2019-07-18,0.11033
2019-07-24,2.22535
2019-07-30,0.68436
2019-08-06,0.15655
2019-08-14,0.1669
2019-08-21,0.16330999999999998
2020-01-15,0.12604
2020-02-08,0.12634
2020-02-18,0.20747000000000002
2020-03-05,0.12255
2020-03-18,0.12833
2020-03-30,0.13011
2020-08-30,0.10296
2020-09-10,0.10461
2020-09-18,0.10199
2020-09-28,0.10611999999999999
2020-10-06,0.09251000000000001
2020-10-16,0.11026
2020-10-23,0.10567
2020-10-30,0.09715
2020-11-06,0.10822
2020-11-14,0.10581
