date,titanium
YYYY-MM-DD,ppb
2019-04-27,0.0
2019-05-10,0.0
2019-05-19,1.58776
2019-05-24,0.65257
2019-06-03,2.07917
2019-06-18,1.81548
2019-07-01,2.3069100000000002
2019-07-09,1.0243
2019-07-16,3.24208
2019-08-15,0.1239
2019-09-05,1.6448399999999999
2019-10-02,2.36038
2020-04-21,0.44443999999999995
2020-05-13,1.21845
2020-05-28,1.22699
2020-06-10,0.0
2020-06-24,1.5762200000000002
2020-07-08,0.30472
2020-08-03,1.2385899999999999
2020-08-26,1.94045
2020-09-29,1.60164
2020-11-03,2.00827
2021-05-10,6.65431
2021-05-24,1.86026
2021-06-17,0.3764381
2021-06-30,0.5438337
2021-07-22,0.4836849
2021-08-20,1.00471
2021-09-30,0.3285147
