date,strontium
YYYY-MM-DD,ppb
2020-05-22,587.10547
2020-05-29,362.31096
2020-06-05,532.69111
2020-06-12,608.4902999999999
2020-06-19,671.39095
2020-06-26,621.71649
2020-07-02,621.12937
2020-07-10,596.26544
2020-07-17,729.0187500000001
2020-07-23,584.48824
2020-07-30,586.85907
2020-08-07,595.7878000000001
2020-08-14,575.97091
2020-08-20,611.65487
2020-08-27,568.02804
2020-09-03,557.08074
2020-09-11,554.16029
2020-09-18,578.09198
2020-09-24,595.86832
2020-10-01,557.7691
2020-10-08,556.09663
2020-10-16,520.23002
2020-10-23,564.00998
2020-10-27,545.1518
2020-11-06,519.69967
2020-11-20,547.13775
2021-05-19,325.66355
2021-05-28,331.02478
2021-06-04,373.69716
2021-06-11,344.22587
2021-06-24,550.00105
2021-07-09,521.55658
2021-07-15,449.83795
2021-07-23,535.77218
2021-07-30,325.90325
2021-08-06,515.93205
2021-08-13,284.7474518
2021-08-27,390.1552296
2021-09-03,453.0034905
2021-10-01,434.1385105
2021-10-07,378.5536804
2021-10-22,454.87848429999997
2021-11-03,426.4245639
2021-11-11,543.4207260000001
