date,lead
YYYY-MM-DD,ppb
2014-12-07,0.2268
2015-01-24,0.26958
2015-02-07,0.16549000000000003
2015-02-19,0.18499000000000002
2015-03-16,0.15500999999999998
2015-04-19,0.25516
2015-05-02,0.1732
2015-05-11,0.0742
2015-05-24,0.05787
2015-06-02,0.07686
2015-06-18,0.14919
2015-07-02,0.08852
2015-07-15,0.12789
2015-08-02,0.30616
2015-08-09,0.31947000000000003
2015-10-04,0.04575
2015-10-13,0.05602
2015-10-26,0.11443999999999999
2015-11-09,0.04659
2015-11-23,0.07498
2015-12-09,0.07844999999999999
2015-12-30,0.04038
2016-01-08,0.03003
2016-01-18,0.04663
2016-01-28,0.04712
2016-02-12,0.039459999999999995
2016-02-21,0.05766
2016-03-09,0.03498
2016-03-24,0.09546
2016-03-31,0.07157
2016-04-08,0.8115600000000001
2016-04-21,0.18457
2016-05-02,0.2363372418
2016-05-12,0.7310607655
2016-05-20,0.28184772
2016-05-27,0.329389052
2016-06-04,0.23041710780000002
2016-06-11,0.29805670399999995
2016-06-17,0.26217
2016-06-27,0.19721
2016-07-08,0.2654
2016-07-15,0.28007
2016-07-22,0.26063
2016-07-29,0.29731
2016-08-05,0.317
2016-08-12,0.31394
2016-08-19,0.31274
2016-08-26,0.25
2016-09-02,0.48346
2016-09-09,0.25274
2016-09-16,0.21075
2016-09-23,0.16976000000000002
2016-09-30,0.23564000000000002
2016-10-12,0.1998
2016-10-19,0.13922
2016-10-27,0.16572
2016-11-03,0.17971
2016-11-12,0.18223
2016-11-23,0.09344
2016-12-04,0.67794
2016-12-19,0.17481
2017-03-19,0.13913999999999999
2017-04-12,0.16627
2017-04-30,0.22025
2017-05-14,0.49512
2017-05-30,0.1984
2017-06-15,0.1918
2017-06-30,0.28365
2017-07-13,0.26921
2017-07-30,0.26714000000000004
2017-08-25,0.27576
2017-09-14,0.26283
2017-09-27,0.27452
2017-10-14,0.26677
2017-10-23,0.2087
2017-11-03,0.2122
2017-11-16,0.19552
2017-12-19,0.14797
2018-01-05,0.11017
2018-01-25,0.11915999999999999
2018-03-03,0.19314
2018-03-17,0.18435
2018-05-07,0.30219
2018-05-25,0.27935
2018-06-08,0.33068
2018-06-15,0.38243
2018-06-25,0.33799
2018-07-09,0.26526
2018-07-15,0.27613
2018-08-10,0.30939
2018-08-17,0.27455
2018-08-24,0.26914
2018-09-07,0.2852
2018-09-14,0.29291999999999996
2018-09-21,0.27603
2018-09-28,0.28989
