date,selenium
YYYY-MM-DD,ppb
2016-10-16,0.45841
2016-10-19,0.15908
2016-10-27,0.07536
2016-11-03,0.12141
2016-11-12,0.08163000000000001
2016-11-23,0.0
2017-08-04,0.03556
2017-08-25,0.2100122
2017-09-27,0.25752
2017-10-05,0.1776
2017-10-12,0.16428
2017-10-24,0.09324
2017-11-03,0.06216
2017-11-15,0.01554
2018-05-25,0.39619000000000004
2018-06-09,0.66328
2018-06-15,0.23122
2018-06-25,0.33727
2018-07-16,0.34512
2018-08-10,0.29014
2018-08-17,0.43546
2018-08-24,0.38833
2019-06-23,0.0
2019-06-27,0.32258000000000003
2019-07-05,0.18335
2019-07-14,0.2112
2019-07-19,0.15551
2019-07-26,0.16479
2019-08-02,0.15551
2019-08-09,0.07393
2019-08-16,0.04775
2019-08-23,0.5845100000000001
2019-08-30,0.07393
2019-09-06,0.17867
2019-09-13,0.034659999999999996
2019-09-20,0.23102999999999999
2019-09-27,0.07393
2019-10-04,0.04775
2019-10-11,0.034659999999999996
2019-10-19,0.00848
2020-03-01,0.73533
2020-04-01,0.73533
2020-04-28,1.3630900000000001
2020-05-22,2.30473
2020-05-29,1.92807
2020-06-05,1.23754
2020-06-12,1.42586
2020-06-19,1.23754
2020-06-26,0.86088
2020-07-02,0.86088
2020-07-10,0.48423
2020-07-17,1.3630900000000001
2020-07-23,2.3674999999999997
2020-07-30,1.61419
2020-08-07,0.60978
2020-08-14,2.30473
2020-08-20,1.3630900000000001
2020-08-27,1.04921
2020-09-03,1.55142
2020-09-11,1.17476
2020-09-18,1.3630900000000001
2020-09-24,1.04921
2020-10-01,1.42587
2020-10-08,1.42586
2020-10-16,1.48864
2020-10-23,1.67697
2020-11-06,1.04921
2021-01-21,1.55142
2021-02-17,0.0
2021-03-10,0.0
2021-04-14,1.36176
2021-05-19,1.92057
2021-05-28,1.92057
2021-06-04,0.80295
2021-06-11,0.0
2021-06-18,0.0
2021-06-24,0.0
2021-07-02,0.0
2021-07-09,0.0
2021-07-15,0.0
2021-07-23,0.0
2021-07-30,0.0
2021-08-06,0.0
2021-08-13,0.0508939
2021-08-19,0.022791
2021-08-27,0.05938449999999999
2021-09-03,0.0451588
2021-10-01,0.069076
2021-10-07,0.050544500000000006
2021-10-22,0.0060004
2021-11-03,0.0218811
2021-11-11,0.013523400000000001
2021-12-20,0.011045
