date,arsenic
YYYY-MM-DD,ppb
2019-05-11,0.0
2019-05-19,0.18771
2019-05-24,0.15262
2019-06-03,0.11733
2019-06-18,0.1115
2019-07-01,0.39712
2019-07-09,0.14243
2019-07-16,0.15763
2019-08-13,0.18986
2019-09-05,0.13056
2020-04-21,0.07566
2020-05-13,0.09831
2020-05-28,0.12503
2020-06-10,0.23034
2020-06-24,0.11302
2020-07-08,0.13816
2020-08-03,0.09546
2020-08-26,0.16048
2020-09-29,0.13255
2020-11-03,0.00137
2021-05-10,0.1389
2021-05-24,0.243
2021-06-17,0.31967660000000003
2021-06-30,0.15984330000000002
2021-07-22,0.1866355
2021-08-20,0.14423760000000002
2021-09-30,0.14818589999999998
