date,silver
YYYY-MM-DD,ppb
2020-05-22,1.4582899999999999
2020-05-29,1.4801700000000002
2020-06-05,0.9517599999999999
2020-06-12,0.98037
2020-06-19,1.00935
2020-06-26,0.93765
2020-07-02,0.9427000000000001
2020-07-10,0.93045
2020-07-17,0.93781
2020-07-23,0.93578
2020-07-30,0.91906
2020-08-07,0.9590500000000001
2020-08-14,0.92854
2020-08-20,0.93112
2020-08-27,0.9602299999999999
2020-09-03,0.94574
2020-09-11,0.9626899999999999
2020-09-18,0.9528599999999999
2020-09-24,0.93618
2020-10-01,0.96516
2020-10-08,0.94303
2020-10-16,0.97748
2020-10-23,0.93603
2020-10-27,0.9483600000000001
2020-11-06,0.92901
2020-11-20,0.9486
2021-05-19,0.0
2021-05-28,0.0
2021-06-04,0.0
2021-06-11,0.0
2021-06-24,0.0
2021-07-09,0.0
2021-07-15,0.0
2021-07-23,0.0
2021-07-30,0.00782
2021-08-06,0.00787
2021-08-13,0.024107999999999997
2021-08-27,0.0156454
2021-09-03,0.0130966
2021-10-01,0.0355061
2021-10-07,0.005769399999999999
2021-10-22,0.0225851
2021-11-03,0.0967925
2021-11-11,0.0555628
