date,silicon
YYYY-MM-DD,ppb
2019-05-30,3575.0437599999996
2019-06-12,3240.65889
2019-06-19,3311.90492
2019-06-29,3275.50285
2019-07-15,3590.94096
2019-07-18,3260.08017
2019-07-24,4952.28246
2019-07-30,3620.2528
2019-08-06,3087.5149599999995
2019-08-14,3198.09442
2019-08-21,3093.80955
2020-01-15,3161.76238
2020-02-08,3136.9284399999997
2020-02-18,3472.9107699999995
2020-03-05,3087.5336700000003
2020-03-18,3122.7333
2020-03-30,3117.86656
2020-08-30,3450.3206099999998
2020-09-10,3391.8266799999997
2020-09-18,3380.8295099999996
2020-09-28,3368.37465
2020-10-06,3386.64892
2020-10-16,3374.70637
2020-10-23,3408.03348
2020-10-30,3454.1571299999996
2020-11-06,3296.6331600000003
2020-11-14,3436.50909
