date,cobalt
YYYY-MM-DD,ppb
2019-05-30,0.021900000000000003
2019-06-12,0.01188
2019-06-19,0.0048000000000000004
2019-06-29,0.00962
2019-07-15,0.0
2019-07-18,0.00424
2019-07-24,0.026779999999999998
2019-07-30,0.0
2019-08-06,0.0
2019-08-14,0.0018599999999999999
2019-08-21,0.0
2020-01-15,0.04268
2020-02-08,0.02989
2020-02-18,0.24319000000000002
2020-03-05,0.03854
2020-03-18,0.04398
2020-03-30,0.03761
2020-08-30,0.0
2020-09-10,0.0
2020-09-18,0.0
2020-09-28,0.0
2020-10-06,0.0
2020-10-16,0.0
2020-10-23,0.0
2020-10-30,0.0
2020-11-06,0.0
2020-11-14,0.0
