date,cesium
YYYY-MM-DD,ppb
2016-10-16,0.06103
2016-10-19,0.0556
2016-10-27,0.0651
2016-11-03,0.05568
2016-11-12,0.059340000000000004
2016-11-23,0.05178000000000001
2017-08-04,0.61979
2017-08-25,1.11779
2017-09-27,0.89204
2017-10-05,0.7482900000000001
2017-10-12,0.59044
2017-10-24,0.55599
2017-11-03,0.31729
2017-11-15,0.51278
2018-05-25,0.05587
2018-06-09,0.02887
2018-06-15,0.06529
2018-06-25,0.06242
2018-07-16,0.06797
2018-08-10,0.06741
2018-08-17,0.0698
2018-08-24,0.050480000000000004
2019-06-23,0.049699999999999994
2019-06-27,0.04711
2019-07-05,0.04537
2019-07-14,0.06762
2019-07-19,0.0234
2019-07-26,0.04274
2019-08-02,0.06033
2019-08-09,0.05866
2019-08-16,0.0606
2019-08-23,0.07646
2019-08-30,0.09242
2019-09-06,0.07647
2019-09-13,0.04667
2019-09-20,0.03651
2019-09-27,0.04687
2019-10-04,0.06018
2019-10-11,0.12527
2019-10-19,0.047850000000000004
2020-03-01,0.03351
2020-04-01,0.37432
2020-04-28,0.04338
2020-05-22,0.047
2020-05-29,0.012199999999999999
2020-06-05,0.04561
2020-06-12,0.04435
2020-06-19,0.031740000000000004
2020-06-26,0.048650000000000006
2020-07-02,0.02845
2020-07-10,0.03501
2020-07-17,0.043160000000000004
2020-07-23,0.01562
2020-07-30,0.05824
2020-08-07,0.07739
2020-08-14,0.03051
2020-08-20,0.04773
2020-08-27,0.04149
2020-09-03,0.039599999999999996
2020-09-11,0.03586
2020-09-18,0.04822
2020-09-24,0.07936
2020-10-01,0.04322
2020-10-08,0.06234
2020-10-16,0.028839999999999998
2020-10-23,0.04734000000000001
2020-11-06,0.04863
2021-01-21,0.02892
2021-02-17,0.053290000000000004
2021-03-10,0.049449999999999994
2021-04-14,0.01994
2021-05-19,0.01636
2021-05-28,0.01264
2021-06-04,0.00921
2021-06-11,0.055529999999999996
2021-06-18,0.06189
2021-06-24,0.0461
2021-07-02,0.07039000000000001
2021-07-09,0.06092
2021-07-15,0.08062
2021-07-23,0.09356
2021-07-30,0.050499999999999996
2021-08-06,0.06846
2021-08-13,0.0758421
2021-08-19,0.10056860000000001
2021-08-27,0.0707014
2021-09-03,0.0792047
2021-10-01,0.0588503
2021-10-07,0.0651289
2021-10-22,0.0432966
2021-11-03,0.0502631
2021-11-11,0.055517199999999996
2021-12-20,0.0717792
