date,lithium
YYYY-MM-DD,ppb
2016-10-15,1.2837100000000001
2016-10-19,1.24203
2016-10-27,1.24109
2016-11-03,1.2005599999999998
2016-11-12,1.1855
2016-11-23,0.9798
2016-12-19,1.0003199999999999
2017-03-19,1.55266
2017-04-11,1.01697
2017-04-12,1.11538
2017-05-14,0.8903899999999999
2017-05-30,0.91869
2017-06-01,0.83185
2017-06-15,0.88686
2017-06-30,0.86791
2017-07-13,1.00701
2017-07-30,0.94231
2017-08-25,0.9464699999999999
2017-09-13,1.09997
2017-09-27,1.13922
2017-10-14,1.18476
2017-10-23,1.2228400000000001
2017-10-29,1.15272
2017-11-03,1.19476
2017-11-16,1.28219
2017-12-19,1.28775
2018-01-05,1.38742
2018-01-25,1.4910100000000002
2018-03-03,1.24075
2018-03-17,1.26133
2018-05-07,0.68329
2018-05-25,0.71211
2018-06-03,0.67455
2018-06-15,0.7387900000000001
2018-06-25,0.60325
2018-07-11,0.74322
2018-07-15,0.9156799999999999
2018-08-10,0.9721200000000001
2018-08-17,1.4571
2018-08-24,1.22201
