date,strontium
YYYY-MM-DD,ppb
2016-08-05,460.84656
2016-08-12,536.4746
2016-08-19,389.42575
2016-08-26,107.8586
2016-09-02,137.68631
2016-09-09,108.57414
2016-09-16,97.07480000000001
2016-10-01,113.81948
2016-10-12,82.45993999999999
2016-10-19,94.38378
2016-10-27,85.15419
2016-11-03,85.35731999999999
2016-11-12,85.1037
2017-06-16,109.69497000000001
2017-08-04,112.69842
2017-08-25,107.98004
2017-09-27,110.31103
2017-10-05,111.2686
2017-10-12,110.35577
2017-10-13,111.62482
2017-10-24,109.81414
2017-11-03,110.03011000000001
2017-11-15,110.37808999999999
2018-05-25,92.09524
2018-06-09,89.57834
2018-06-15,88.48977
2018-06-25,89.40137
2018-07-11,90.07332
2018-07-16,90.87141000000001
2018-08-24,84.65403
2018-08-27,91.2764
2019-06-23,705.56335
2019-06-27,681.7166400000001
2019-07-05,671.79985
2019-07-14,258.55173
2019-07-19,414.40078
2019-07-26,459.74623
2019-08-02,617.20666
2019-08-09,611.4770699999999
2019-08-16,207.0278
2019-08-23,126.43546
2019-08-30,540.66849
2019-09-06,106.46603999999999
2019-09-20,107.68135
2019-09-27,338.37448
2019-10-04,316.28205
2020-03-01,89.39628
2020-04-01,88.70186000000001
2020-04-28,91.10113
2020-05-22,88.52512000000002
2020-05-29,88.87339
2020-06-08,90.07595
2020-06-12,93.44158999999999
2020-06-19,61.12362
2020-06-26,89.68764
2020-07-02,87.93141
2020-07-10,87.99115
2020-07-17,93.88273999999998
2020-07-23,87.94859000000001
2020-07-30,84.63701999999999
2020-08-07,86.6299
2020-08-14,86.54896000000001
2020-08-20,91.63764
2020-08-27,85.02038
2020-09-03,86.16405999999999
2020-09-11,84.78278
2020-09-18,85.29123999999999
2020-09-24,104.55405999999999
2020-10-01,86.49444000000001
2020-10-08,86.41856000000001
2020-10-16,91.85955
2020-10-23,88.12504000000001
2020-11-06,85.62438
2021-01-21,84.55837000000001
2021-02-17,90.35195
2021-03-10,89.67736000000001
2021-04-14,96.87964
2021-05-19,91.06784
2021-05-28,89.58924
2021-06-04,92.35728
2021-06-11,89.18025999999999
2021-06-24,78.76024
2021-07-09,85.78618
2021-07-15,110.75131
2021-07-23,82.04824
2021-07-30,88.92284000000001
2021-08-06,81.81232
2021-08-13,82.7006118
2021-08-19,63.259158600000006
2021-08-27,83.3713378
2021-09-03,78.5229144
2021-10-01,83.8583716
2021-10-07,85.5678389
2021-10-22,94.7429214
2021-11-03,92.6674558
2021-11-11,88.2800022
2021-12-20,88.8175679
