date,silicon
YYYY-MM-DD,ppb
2019-10-07,10410.336159999999
2020-05-26,7784.940269999999
2020-10-09,13035.815560000001
2021-05-25,9055.98126
2021-07-28,13826.57832
2021-10-05,12258.1103
