date,selenium
YYYY-MM-DD,ppb
2014-05-02,2.017689
2014-05-04,1.737804
2014-05-07,4.533661
2014-05-10,4.515512
2014-05-13,4.746335
2014-05-16,1.315552
2014-05-19,1.540736
2014-05-22,1.347502
2014-05-25,1.243217
2014-05-28,1.154013
2014-05-31,1.071199
2014-06-03,1.049985
2014-06-06,1.086024
2014-06-09,1.129987
2014-06-12,0.984296
2014-06-15,1.030304
2014-06-18,1.053563
2014-06-21,0.960526
2014-06-24,1.544314
2014-06-27,1.677738
2014-06-30,0.977906
2014-07-03,0.948513
2014-07-06,0.946212
2014-07-09,0.931643
2014-07-12,3.834947
2014-07-15,3.518626
2014-07-18,3.576655
2014-07-21,3.413914
2014-07-24,3.22805
2014-07-27,3.16784
2014-07-30,2.813785
2014-08-02,1.179434
2014-08-05,1.272541
2014-08-08,1.35247
2014-08-11,1.456463
2014-08-14,1.060831
2014-08-17,1.086614
2014-08-20,1.188888
2014-08-23,1.047366
2014-08-26,2.00848720415515
2014-08-29,1.7658910232713891
2014-09-01,2.046194345419581
2014-09-04,2.1121972869290633
2014-09-07,2.1193481601396167
2014-09-10,1.6466542005637226
2014-09-13,2.0294557511966476
2014-09-16,1.917382075322443
2014-09-19,1.8792529982188362
2014-09-22,1.9604906859641535
2014-09-25,2.164749766369464
2014-09-28,1.856446860997277
2014-10-01,1.9207513557109102
2014-10-04,1.8505251050513138
2014-10-07,1.8183901602149377
2014-10-09,1.4916712441605129
2014-10-10,1.7992176814203018
2014-10-13,1.5593797463691366
2014-10-16,1.5115534582295298
2014-10-19,1.479892362382524
2014-10-22,2.5041483870967856
2014-10-23,2.5372360820733726
2014-10-24,2.671496453461139
2014-10-25,2.389460793202203
2014-10-26,2.6253575838722356
2014-10-27,2.355650158652235
2014-10-28,2.49328618848232
2014-10-29,2.4723882644501933
2014-10-30,2.4548658725068706
2014-10-31,2.5026753978924368
2014-11-01,2.7067672799615923
2014-11-02,2.7586031567134506
2014-11-03,2.7214435491827365
2014-11-04,2.733415970353423
